p,FI*,t1*,t2*,t3*,s1,s2,s3
0.,0.,1,1,1,,,
.00364117286798583,.03888466302,,,,,,
.00680933791117476,.07159313453,,,,,,
.0103722708502789,.1071694362,,,,,,
.0139588212216876,.1417368039,,,,,,
.0175283253452428,.1749484842,,,,,,
.0208377125961114,.2047201766,,,,,,
.0242643914071953,.2345542943,,,,,,
.0278082675355329,.2643893493,,,,,,
.0313407784081821,.2931402982,,,,,,
.0349744000414815,.3217288498,,,,,,
.0381748959539131,.3461166498,,,,,,
.0417778963159159,.3727203343,,,,,,
.0453956909435742,.3985643859,,,,,,
.0488821064283659,.4226817538,,,,,,
.0520481056931292,.4439401823,,,,,,
.0558127850409378,.4684558808,,,,,,
.0590019622623348,.4886018943,,,,,,
.0627117335309438,.5113490499,,,,,,
.0659955097002135,.5308920629,,,,,,
.0695983326084273,.551720711,,,,,,
.0730290720104474,.5709821019,,,,,,
.0766086886682582,.5905084009,,,,,,
.0798958941955118,.6079462838,,,,,,
.0834415894426964,.6262467579,,,,,,
.0871245703050261,.6447189181,,,,,,
.0903306159724707,.6603708719,,,,,,
.0937932331258021,.6768448977,,,,,,
.0973704554625257,.6934122124,,,,,,
.100870069625345,.7091925387,,,,,,
.10425612627468,.7240733778,,,,,,
.108015764876912,.7401664092,,,,,,
.1113939673777,.7542553509,,,,,,
.115000919610177,.7689247461,,,,,,
.118269354431312,.781895967,,,,,,
.121842616997579,.7957396846,,,,,,
.125204778601573,.8084549318,,,,,,
.128719206240578,.8214353283,,,,,,
.132155201636592,.8338294713,,,,,,
.13575237038474,.8465016508,,,,,,
.139216871422853,.8584230992,,,,,,
.142759824123296,.8703367164,,,,,,
.146273439386581,.8818835277,,,,,,
.149502086903575,.8922660302,,,,,,
.153202481310736,.9039059299,,,,,,
.156512158181222,.9140892873,,,,,,
.160040964031745,.9247178488,,,,,,
.163418481496176,.9346761998,,,,,,
.167168780579167,.9454956512,,,,,,
.170416264020637,.9546683819,,,,,,
.174102186773757,.9648658819,,,,,,
.177461505219339,.9739678779,,,,,,
.181136071660804,.9837209127,,,,,,
.184306601060829,.99197055,,,,,,
.187917463958586,1.001184625,,,,,,
.19140537925677,1.009906921,,,,,,
.194891015984269,1.018453865,,,,,,
.198363829683122,1.02680555,,,,,,
.201700116443551,1.034679231,,,,,,
.205306730786474,1.043030551,,,,,,
.208744095767977,1.050839239,,,,,,
.212361760550551,1.058903128,,,,,,
.215636618335763,1.066070064,,,,,,
.219255949248979,1.073848063,,,,,,
.222722637572959,1.081161206,,,,,,
.226180887880531,1.088326764,,,,,,
.229793043730467,1.095676515,,,,,,
.233119971134695,1.102327333,,,,,,
