p,FI*,t1*,t2*,t3*,s1,s2,s3
0.,0.,1,1,1,,,
.00404610697083497,.03563019893,,,,,,
.00756660301174207,.06599340567,,,,,,
.011525769006929,.09942509246,,,,,,
.0155111789243205,.1323137241,,,,,,
.0194776468840606,.1642883151,,,,,,
.0231550704259808,.1932640331,,,,,,
.0269628294989545,.2225973657,,,,,,
.0309008193792796,.2522289327,,,,,,
.0348261800761153,.2810652959,,,,,,
.038863896040972,.3100130046,,,,,,
.0424203184605924,.3349235617,,,,,,
.0464240077687259,.3623249876,,,,,,
.0504441366098251,.3891716336,,,,,,
.0543182756599838,.4144272918,,,,,,
.0578363650666819,.4368516014,,,,,,
.0620197136481386,.4629012323,,,,,,
.0655635586273692,.4844599129,,,,,,
.0696858928131738,.5089674424,,,,,,
.0733348570702577,.5301631666,,,,,,
.077338349190002,.5528962943,,,,,,
.0811506204314139,.5740504923,,,,,,
.0851283255383118,.5956250165,,,,,,
.0887811005315917,.6150024087,,,,,,
.0927211118346051,.6354505451,,,,,,
.0968136762584324,.6562073176,,,,,,
.100376265620206,.6738871294,,,,,,
.104223959731245,.6925869288,,,,,,
.108199004245089,.7114873745,,,,,,
.112087809795606,.7295785597,,,,,,
.115850429124388,.7467178713,,,,,,
.120028176379965,.7653402199,,,,,,
.123782068101917,.7817177733,,,,,,
.127790148767246,.7988439251,,,,,,
.131422065567952,.8140504057,,,,,,
.135392709946063,.8303450105,,,,,,
.139128776866313,.8453708698,,,,,,
.143034043296725,.860768965,,,,,,
.146852155050167,.8755272717,,,,,,
.150849364211841,.8906729887,,,,,,
.15469915171411,.9049735489,,,,,,
.15863611547231,.9193152955,,,,,,
.162540479182862,.9332638308,,,,,,
.16612818394133,.9458466055,,,,,,
.170240098466809,.9599991889,,,,,,
.173917843836887,.9724207172,,,,,,
.17783908747683,.9854251023,,,,,,
.181592217979671,.9976464233,,,,,,
.185759587069949,1.010965132,,,,,,
.189368222492269,1.022289921,,,,,,
.19346405597397,1.034915722,,,,,,
.197196963548733,1.04621706,,,,,,
.201280177785641,1.058360214,,,,,,
.204803301123034,1.068658616,,,,,,
.208815727357942,1.080190355,,,,,,
.212691533015439,1.091135231,,,,,,
.216564806702863,1.101887117,,,,,,
.220423831315203,1.112419271,,,,,,
.224131145855735,1.122372105,,,,,,
.22813885105488,1.132953649,,,,,,
.231958484705139,1.142870912,,,,,,
.235978469261108,1.15313592,,,,,,
.239617523322435,1.162279323,,,,,,
.2436393592991,1.172223824,,,,,,
.247491577334858,1.181594443,,,,,,
.251334418964099,1.190795212,,,,,,
.255348281940139,1.200252311,,,,,,
.259045196272348,1.208827397,,,,,,
.262831342237168,1.217478085,,,,,,
.267011697259885,1.226878579,,,,,,
.270796666320557,1.235256476,,,,,,
.274667506148704,1.243696238,,,,,,
.278604050548031,1.252149249,,,,,,
.282222500878365,1.259806085,,,,,,
