𝜆,FI*,t1*,t2*,t3*
12.6622731341341339,.623713494063988984e-2,.526057932315466686e-1,.209097576357830037e-1,.747092976938203406e-2
12.7151189194194192,.627088314651353795e-2,.525545036745459770e-1,.208800477656966126e-1,.745909465321312627e-2
12.7607158948948953,.629963603621675611e-2,.525084967551713161e-1,.208538771908647960e-1,.744871338491326796e-2
12.8126455275275273,.633197189600334491e-2,.524541744411744712e-1,.208234849818555133e-1,.743670493448375398e-2
12.8628069889889893,.636279464572728822e-2,.523998049785375924e-1,.207935513833244177e-1,.742492366200584852e-2
12.9129356811811817,.639319562141126615e-2,.523436591466683449e-1,.207630888289563539e-1,.741297742539396339e-2
12.9628799589589594,.642308840489956567e-2,.522859669561403714e-1,.207322095604828768e-1,.740090898412456687e-2
13.0108607742742741,.645143620200874530e-2,.522289390209660573e-1,.207020621797459163e-1,.738916379025635409e-2
13.0627293063063057,.648167646838932170e-2,.521655707371804153e-1,.206689571122096287e-1,.737630571999486201e-2
13.1121637782782781,.651010967077492782e-2,.521035590792116865e-1,.206369231653839372e-1,.736390032412366415e-2
13.1641912322322323,.653962876238012650e-2,.520366386624624144e-1,.206027168862766008e-1,.735069081703928866e-2
13.2112886066066064,.656599501084138577e-2,.519746357609651502e-1,.205713306150618822e-1,.733860194251601157e-2
13.2633400220220228,.659474492932130701e-2,.519045820263785984e-1,.205361923556221931e-1,.732510161132962894e-2
13.3131962077077084,.662190203187853002e-2,.518360204389419696e-1,.205021069418680965e-1,.731203775482114088e-2
13.3629310420420424,.664862565034838801e-2,.517662418661440776e-1,.204677002525075584e-1,.729888080300731667e-2
13.4148792692692691,.667615041835126558e-2,.516919256644810601e-1,.204313459097810665e-1,.728500998489604867e-2
13.4627254829829823,.670115414691725871e-2,.516222212547461853e-1,.203974986362382739e-1,.727212269597529281e-2
13.5117265505505504,.672641919021656817e-2,.515496225993914495e-1,.203624854371674303e-1,.725881737970456367e-2
13.5658295515515519,.675391649657073722e-2,.514680838777705971e-1,.203234310054528147e-1,.724400578179588885e-2
13.6148153873873881,.677845608603032130e-2,.513930455407201128e-1,.202877251283973201e-1,.723048987446414052e-2
13.6649125800800793,.680320512507359525e-2,.513151512448496924e-1,.202508823072646629e-1,.721656804012117334e-2
13.7158601346346352,.682801775519009061e-2,.512347757154690830e-1,.202130875471594265e-1,.720231102872120020e-2
13.7626908513513513,.685051151795515456e-2,.511598960829257876e-1,.201780670158780290e-1,.718912164512855272e-2
13.8126108788788784,.687416149496726178e-2,.510790563293877092e-1,.201404521532452391e-1,.717497677897830591e-2
13.8621509119119111,.689730065205391984e-2,.509978236172404439e-1,.201028446532971611e-1,.716085603580367096e-2
13.9151433483483480,.692169156688444455e-2,.509098548420018407e-1,.200623209220713444e-1,.714566312501084197e-2
13.9619068778778779,.694290909002771763e-2,.508313336032660129e-1,.200263169218612806e-1,.713218370509879906e-2
14.0158622832832833,.696703680125366695e-2,.507397322204461501e-1,.199845038289873309e-1,.711655086479116589e-2
14.0645528768768777,.698848924246417338e-2,.506561766987068604e-1,.199465309200924056e-1,.710237288436316779e-2
14.1127296741741741,.700941901691498094e-2,.505726984496767396e-1,.199087442703853243e-1,.708828175785332099e-2
14.1645352082082088,.703160010603274491e-2,.504820704969339423e-1,.198678836141148313e-1,.707306294722451299e-2
14.2165503063063063,.705353588784186740e-2,.503902093481148408e-1,.198266306542844717e-1,.705771689193034589e-2
14.2638763438438438,.707320594095460671e-2,.503059020891229308e-1,.197889078646304208e-1,.704370000215792744e-2
14.3141344934934942,.709379748045830660e-2,.502156404175512147e-1,.197486600945073754e-1,.702876104719407993e-2
14.3631815355355350,.711360109406271486e-2,.501268539705481894e-1,.197092042215168163e-1,.701413162275686501e-2
14.4163490465465465,.713474688830743539e-2,.500298573529969343e-1,.196662447583678228e-1,.699822004428542893e-2
14.4623537257257251,.715277716390269689e-2,.499453214173533819e-1,.196289220467455623e-1,.698441003492099657e-2
14.5151917722722725,.717318403956642130e-2,.498475613430809719e-1,.195858917637655727e-1,.696850347905466922e-2
14.5648623138138138,.719207715765532527e-2,.497550363671209611e-1,.195452895975795245e-1,.695350905238665586e-2
14.6140530920920924,.721051387642908815e-2,.496628319959865824e-1,.195049428196183774e-1,.693862245315264147e-2
14.6632830020020020,.722869570898968493e-2,.495700063032712829e-1,.194644351184010377e-1,.692368957857732083e-2
14.7134943938938942,.724696570245348445e-2,.494747885498861770e-1,.194229945967755550e-1,.690842596373762285e-2
14.7667176281281289,.726603302115259083e-2,.493732881320581088e-1,.193789385818890006e-1,.689221308389266919e-2
14.8155181221221213,.728324934777304766e-2,.492797282944178808e-1,.193384334962219545e-1,.687731936276573044e-2
14.8636904759759751,.729999719904273446e-2,.491869298454349416e-1,.192983531423293227e-1,.686259313548548584e-2
14.9151859294294287,.731763259906098758e-2,.490872650218380988e-1,.192554087317046083e-1,.684682671601396283e-2
14.9665692817817817,.733495740794216748e-2,.489873607123072347e-1,.192124628156993930e-1,.683107189011320122e-2
15.0126888918918926,.735027890507383708e-2,.488973206583905515e-1,.191738413553062224e-1,.681691356621008659e-2
15.0673208958958966,.736815229587579890e-2,.487902311245080322e-1,.191280068399261420e-1,.680012298834368860e-2
15.1130344234234233,.738288085025406125e-2,.487002821965852248e-1,.190895897105368244e-1,.678605936898917309e-2
15.1665015285285278,.739984862075175349e-2,.485947029063976133e-1,.190445881028274040e-1,.676959629389374106e-2
15.2175307007007010,.741578582728373136e-2,.484935815664833889e-1,.190015759052262409e-1,.675387175906574065e-2
15.2630936731731737,.742980668097101889e-2,.484030143132437238e-1,.189631246126877283e-1,.673982325963164066e-2
15.3143340010010007,.744534197924715847e-2,.483008660389641978e-1,.189198351726603230e-1,.672401660436072572e-2
15.3659139829829829,.746073487476199473e-2,.481977424120152639e-1,.188762143396370013e-1,.670809885157954474e-2
15.4172488143143145,.747581359143295859e-2,.480948301495456379e-1,.188327623500677624e-1,.669225232729647387e-2
15.4648427742742740,.748958163986689855e-2,.479991844372043008e-1,.187924474094685184e-1,.667755821027944587e-2
15.5141235630630625,.750362576752005867e-2,.478999278915056767e-1,.187506786035975918e-1,.666234244871756389e-2
15.5650898253253249,.751792654505533450e-2,.477970559678203358e-1,.187074594315231012e-1,.664660697045675163e-2
15.6158926381381384,.753195827167867354e-2,.476943065987062639e-1,.186643617874271243e-1,.663092425654101137e-2
15.6681495755755762,.754616246145594066e-2,.475884167519933024e-1,.186200179402013291e-1,.661479671464174773e-2
15.7141775145145139,.755848369644979666e-2,.474949944348161540e-1,.185809533398534517e-1,.660059628791712007e-2
15.7659940720720719,.757214473737348893e-2,.473896643011912297e-1,.185369730383781774e-1,.658461670209207605e-2
15.8180233933933927,.758564148643889238e-2,.472837474494273713e-1,.184928137967280588e-1,.656858016570959283e-2
15.8681632852852861,.759844218404716765e-2,.471815449002758042e-1,.184502641498745165e-1,.655313561563829108e-2
15.9136951106106110,.760989378693018286e-2,.470886341979035172e-1,.184116335604487293e-1,.653911978657027541e-2
15.9678368548548555,.762329999849601335e-2,.469780430801527149e-1,.183657129344269067e-1,.652246649856808025e-2
16.0137020140140152,.763448008641250207e-2,.468842744121238941e-1,.183268282193382107e-1,.650837102930707737e-2
16.0670540975975982,.764728421731000925e-2,.467751159942578834e-1,.182816186635152665e-1,.649198984815456751e-2
16.1142797317317310,.765844024386434438e-2,.466784286765244208e-1,.182416242144693361e-1,.647750444332414067e-2
16.1660937372372366,.767049089781356250e-2,.465722906835568870e-1,.181977732287872500e-1,.646162873301874604e-2
16.2154329234234247,.768178452405884372e-2,.464711782055576700e-1,.181560485787819123e-1,.644652898885897819e-2
16.2669131881881874,.769338232953162456e-2,.463656437575061045e-1,.181125499463906936e-1,.643079350444848187e-2
16.3141881416416403,.770386791232043327e-2,.462687092849637521e-1,.180726405958466889e-1,.641636192103081822e-2
16.3651805655655664,.771500370240835957e-2,.461641403280446186e-1,.180296347363827110e-1,.640081636859487265e-2
16.4181473628628645,.772638191990557104e-2,.460555205851065005e-1,.179850130324659095e-1,.638469290728628600e-2
16.4642551156156145,.773613241341349327e-2,.459609741406384123e-1,.179462133244057999e-1,.637067815540662361e-2
16.5140527517517519,.774650427496266589e-2,.458588781795678871e-1,.179043569143662630e-1,.635556441650768789e-2
16.5654985825825811,.775704859690301996e-2,.457534309236808101e-1,.178611707319371212e-1,.633997597168937770e-2
16.6158282912912902,.776719867147167547e-2,.456503081615463324e-1,.178189789583922606e-1,.632475170963787275e-2
16.6645248723723718,.777686591571120998e-2,.455505747866810848e-1,.177782129140144247e-1,.631004672290159507e-2
16.7185941231231219,.778742558166678478e-2,.454398973999212002e-1,.177330173666854427e-1,.629374936953336437e-2
16.7671777497497487,.779675994197280130e-2,.453405106766376007e-1,.176924708607277825e-1,.627913320549417214e-2
16.8190511411411414,.780656796007063707e-2,.452344674586692766e-1,.176492479521783083e-1,.626355711452796469e-2
16.8660561436436431,.781531627941277167e-2,.451384491507871091e-1,.176101453671360549e-1,.624947008966100868e-2
16.9174450270270285,.782473133888441155e-2,.450335625424357344e-1,.175674676004547517e-1,.623409958504348924e-2
16.9657979614614618,.783344999367105964e-2,.449349622119092074e-1,.175273815860004234e-1,.621966671303718962e-2
17.0163407102102084,.784242040435817120e-2,.448319967814411816e-1,.174855552744386938e-1,.620461151388786679e-2
17.0657554854854858,.785105132603637797e-2,.447314352718723093e-1,.174447386475304889e-1,.618992386618731887e-2
17.1174881756756747,.785994179286723764e-2,.446262762447654712e-1,.174020902852571914e-1,.617458134491851406e-2
17.1673129049049038,.786836599506816024e-2,.445251179803758113e-1,.173610969287493790e-1,.615983823761396664e-2
17.2182658868868863,.787684270424492475e-2,.444217999644926087e-1,.173192605377841015e-1,.614479593865551506e-2
17.2687969524524512,.788511326909435879e-2,.443194746925447206e-1,.172778575518488832e-1,.612991337943568238e-2
17.3152297537537549,.789259549028250088e-2,.442255742617412156e-1,.172398904116901862e-1,.611626921401486456e-2
17.3684469839839828,.790103459539029558e-2,.441181082831814328e-1,.171964693233982897e-1,.610066894384081633e-2
17.4160451091091097,.790846109063057974e-2,.440221346318272755e-1,.171577191499730428e-1,.608675025915775009e-2
17.4667946381381398,.791625482296874974e-2,.439199633232758221e-1,.171164945814741981e-1,.607194628045420060e-2
17.5153684129129132,.792359592003860462e-2,.438223288223176730e-1,.170771269899155677e-1,.605781244952171161e-2
17.5693033473473470,.793161359725986018e-2,.437141034690558192e-1,.170335186409877118e-1,.604215978766796825e-2
17.6160070375375390,.793844442073281774e-2,.436205504459595966e-1,.169958469979412698e-1,.602864110413741869e-2
17.6690161436436419,.794607361734156990e-2,.435145546118236512e-1,.169531920025111464e-1,.601333749592509754e-2
17.7173281891891889,.795291385246348417e-2,.434181293082111855e-1,.169144129325498570e-1,.599942754207127924e-2
17.7701739744744742,.796027460331439479e-2,.433128550421210887e-1,.168721013000867268e-1,.598425373880687866e-2
17.8157709499499504,.796652530072287403e-2,.432221928761646751e-1,.168356840661321207e-1,.597119647534441900e-2
17.8677005825825823,.797353261094106182e-2,.431191373708820699e-1,.167943124322803422e-1,.595636580003977827e-2
17.9178620440440426,.798019030003238768e-2,.430197953668904412e-1,.167544551006753237e-1,.594208090321921272e-2
17.9679907362362350,.798673636105659210e-2,.429207231564740152e-1,.167147285956230213e-1,.592784571844836867e-2
18.0179350140140144,.799315334909724180e-2,.428222230112682914e-1,.166752534461539412e-1,.591370334934378759e-2
18.0659158293293309,.799922088419276894e-2,.427277938530645704e-1,.166374300068740100e-1,.590015525087496558e-2
18.1177843613613625,.800567459802072404e-2,.426259361529287492e-1,.165966528786775751e-1,.588555188955573825e-2
18.1672188333333331,.801172507253678293e-2,.425290772390310781e-1,.165578975674326064e-1,.587167517685662638e-2
18.2192462872872873,.801798878839679770e-2,.424273721527182041e-1,.165172244722033915e-1,.585711444700374485e-2
18.2663436616616615,.802356830093443191e-2,.423355148486889016e-1,.164805080417847263e-1,.584397248678627558e-2
18.3183950770770778,.802963606982972158e-2,.422342310805964641e-1,.164400436667214468e-1,.582949151583824540e-2
18.3682512627627617,.803535234185969935e-2,.421374540399303901e-1,.164013989960355606e-1,.581566416788756226e-2
18.4179860970970957,.804096298643235119e-2,.420411447489077716e-1,.163629594225367277e-1,.580191250127095985e-2
18.4699343243243241,.804672707116598634e-2,.419407999537936976e-1,.163229282894097605e-1,.578759385476619072e-2
18.5177805380380391,.805195036012616543e-2,.418486078763742678e-1,.162861664845100756e-1,.577444672856156169e-2
18.5667816056056054,.805721593185611089e-2,.417544207845448670e-1,.162486256256631038e-1,.576102305434058985e-2
18.6208846066066052,.806293281887077336e-2,.416507004634374955e-1,.162073039757335453e-1,.574624983992512526e-2
18.6698704424424413,.806802264622887878e-2,.415570402070026060e-1,.161700069865437224e-1,.573291761837580686e-2
18.7199676351351343,.807314444352701110e-2,.414615031406069326e-1,.161319787654604085e-1,.571932603629166786e-2
18.7709151896896884,.807826794517885020e-2,.413646039938324953e-1,.160934247645952225e-1,.570554859444870593e-2
18.8177459064064081,.808290280865106917e-2,.412757676509647245e-1,.160580930539794796e-1,.569292444560319608e-2
18.8676659339339352,.808776593167881593e-2,.411813185162407044e-1,.160205437952648348e-1,.567950981187675431e-2
18.9172059669669679,.809251420328277286e-2,.410878427477365180e-1,.159833962543927330e-1,.566624054604534903e-2
18.9701984034034048,.809750893214106725e-2,.409881353587966332e-1,.159437881660104003e-1,.565209436169806199e-2
19.0169619329329329,.810184520768474255e-2,.409003922311317394e-1,.159089461840922937e-1,.563965209309766780e-2
19.0709173383383366,.810676659724411316e-2,.407994414100116554e-1,.158688748095571729e-1,.562534429702399221e-2
19.1196079319319310,.811113375775361981e-2,.407086062304789914e-1,.158328324791988974e-1,.561247683070838395e-2
19.1677847292292292,.811538683015794286e-2,.406189786216370613e-1,.157972818681865988e-1,.559978649362414226e-2
19.2195902632632638,.811988596207997675e-2,.405228781015467068e-1,.157591774550054006e-1,.558618625624376919e-2
19.2716053613613596,.812432709305364702e-2,.404266801750945912e-1,.157210483691916855e-1,.557257896742651901e-2
19.3189313988989007,.812830259052301982e-2,.403394092196630305e-1,.156864694786879762e-1,.556024014832650574e-2
19.3691895485485475,.813245738367073152e-2,.402469985093140553e-1,.156498662449267509e-1,.554718051019413398e-2
19.4182365905905918,.813644654746305956e-2,.401570811673068601e-1,.156142624449209181e-1,.553447894784095309e-2
19.4714041016016033,.814069893790590228e-2,.400599084133808001e-1,.155757987037053961e-1,.552075873552295131e-2
19.5174087807807801,.814431902571009607e-2,.399760786148827610e-1,.155426271144409843e-1,.550892759908336565e-2
19.5702468273273276,.814840992032698185e-2,.398800861910604057e-1,.155046546709557229e-1,.549538566767572567e-2
19.6199173688688688,.815219138063715161e-2,.397901311258843232e-1,.154690818540982947e-1,.548270093721540779e-2
19.6691081471471456,.815587599586482803e-2,.397013159731631482e-1,.154339704657817604e-1,.547018208650484460e-2
19.7183380570570570,.815950439416637113e-2,.396127010230564042e-1,.153989486210125877e-1,.545769647201040011e-2
19.7685494489489493,.816314514657761822e-2,.395225992807461055e-1,.153633496743992050e-1,.544500643806650544e-2
19.8217726831831840,.816693922748494387e-2,.394274023625336423e-1,.153257489740341851e-1,.543160426302209242e-2
19.8705731771771781,.817036015082831142e-2,.393403966316615422e-1,.152913936559477374e-1,.541936011876871602e-2
19.9187455310310320,.817368361120022688e-2,.392547745888599531e-1,.152575939366576263e-1,.540731515208041271e-2
19.9702409844844837,.817717856627882267e-2,.391635364364291347e-1,.152215871706178046e-1,.539448492878512407e-2
20.0216243368368367,.818060737594286137e-2,.390727965656839302e-1,.151857870790941193e-1,.538172961392715740e-2
20.0677439469469476,.818363593714630487e-2,.389916074816207131e-1,.151537634731237578e-1,.537032088807961900e-2
20.1223759509509499,.818716448857072232e-2,.388957461816184652e-1,.151159626951776916e-1,.535685525196084259e-2
20.1680894784784783,.819006862264480377e-2,.388157951052706396e-1,.150844439530660058e-1,.534562847623199638e-2
20.2215565835835847,.819341031269034056e-2,.387225856847983677e-1,.150477077101110399e-1,.533254442974676925e-2
20.2725857557557561,.819654519866953347e-2,.386339306631767743e-1,.150127756123936296e-1,.532010410371278487e-2
20.3181487282282269,.819930007730129695e-2,.385550236999101514e-1,.149816918641561773e-1,.530903521854860904e-2
20.3693890560560575,.820234920140484013e-2,.384665681336642459e-1,.149468548105859984e-1,.529663081645896650e-2
20.4209690380380380,.820536695673142365e-2,.383778295997352775e-1,.149119148730724998e-1,.528419086071519380e-2
20.4723038693693695,.820831983955982829e-2,.382898151826958216e-1,.148772684010478173e-1,.527185644400175474e-2
20.5198978293293308,.821101323719606278e-2,.382084841129268216e-1,.148452600929026464e-1,.526046215515456501e-2
20.5691786181181193,.821375789161190271e-2,.381245438806726011e-1,.148122321848272957e-1,.524870582542704550e-2
20.6201448803803800,.821654986522586499e-2,.380380253722953504e-1,.147781974116003439e-1,.523659206110537682e-2
20.6709476931931917,.821928654524290737e-2,.379520804130286937e-1,.147443958059719441e-1,.522456223909449451e-2
20.7232046306306295,.822205408850407507e-2,.378639838343029222e-1,.147097556801092603e-1,.521223496403552811e-2
20.7692325695695708,.822445251077003406e-2,.377866472875030557e-1,.146793528057022234e-1,.520141638727109577e-2
20.8210491271271287,.822710931156310152e-2,.376998747766910947e-1,.146452473883656280e-1,.518928117499548470e-2
20.8730784484484495,.822973167149640764e-2,.376130550062366981e-1,.146111306697506785e-1,.517714286037955929e-2
20.9232183403403411,.823221651917374272e-2,.375296809015350577e-1,.145783747176824064e-1,.516548954358545063e-2
20.9687501656656643,.823443761889749645e-2,.374542180679410114e-1,.145487325741268693e-1,.515494471283416134e-2
21.0228919099099087,.823703560135156422e-2,.373647934923878183e-1,.145136130367497437e-1,.514245223057547239e-2
21.0687570690690684,.823920036006300927e-2,.372893007413453367e-1,.144839706218930029e-1,.513190875383196920e-2
21.1221091526526514,.824167754951508208e-2,.372017863197134854e-1,.144496143187146688e-1,.511968941469073593e-2
21.1693347867867878,.824383412905977352e-2,.371245915706260449e-1,.144193149767718048e-1,.510891371271172783e-2
21.2211487922922935,.824616182431396789e-2,.370401884283290406e-1,.143861923134374018e-1,.509713468033740503e-2
21.2704879784784779,.824834158105555541e-2,.369601000565907833e-1,.143547686448860651e-1,.508596056655576719e-2
21.3219682432432442,.825057833251410799e-2,.368768305474485442e-1,.143221026594374159e-1,.507434542907088566e-2
21.3692431966966971,.825259909354397921e-2,.368006275075778641e-1,.142922139488229887e-1,.506371846667197627e-2
21.4202356206206197,.825474362288467108e-2,.367187155572927873e-1,.142600914857149031e-1,.505229797690944730e-2
21.4732024179179177,.825693321067411286e-2,.366339429102199646e-1,.142268530172226151e-1,.504048145268760905e-2
21.5193101706706713,.825880826176902429e-2,.365604055292279850e-1,.141980245306164484e-1,.503023331090627322e-2
21.5691078068068052,.826080149086789658e-2,.364812518522262194e-1,.141669991871580473e-1,.501920483195670251e-2
21.6205536376376379,.826282648210907231e-2,.363997708989248492e-1,.141350668469208858e-1,.500785460478077836e-2
21.6708833463463471,.826477445146498423e-2,.363203448408767823e-1,.141039448419865050e-1,.499679304349858865e-2
21.7195799274274286,.826662857014214686e-2,.362437658588800546e-1,.140739430610402356e-1,.498613022517144146e-2
21.7736491781781787,.826865253256990791e-2,.361590482180041556e-1,.140407579873975761e-1,.497433670731992159e-2
21.8222328048048055,.827044050194610317e-2,.360832035490182487e-1,.140110531871345239e-1,.496378061356845743e-2
21.8741061961961947,.827231805241237551e-2,.360025129104068753e-1,.139794551654363764e-1,.495255232908172263e-2
21.9211111986987000,.827399175769432532e-2,.359296530596396810e-1,.139509277658925197e-1,.494241570544477586e-2
21.9725000820820817,.827579198717377784e-2,.358502778948149997e-1,.139198537762791532e-1,.493137476066482939e-2
22.0208530165165151,.827745810654565740e-2,.357758584169359864e-1,.138907239714016108e-1,.492102512838804140e-2
22.0713957652652653,.827917138456405431e-2,.356983440331666846e-1,.138603869232682732e-1,.491024710023878902e-2
22.1208105405405391,.828081891599674429e-2,.356228310614311316e-1,.138308372322062979e-1,.489974931489892390e-2
22.1725432307307315,.828251506555852633e-2,.355440628840479611e-1,.138000179307759471e-1,.488880102291518355e-2
22.2223679599599606,.828412139683031186e-2,.354684765050202813e-1,.137704475550502973e-1,.487829690696511050e-2
22.2733209419419431,.828573689634383263e-2,.353914586088301605e-1,.137403211270444876e-1,.486759577104432361e-2
22.3238520075075080,.828731229640752159e-2,.353153574369298520e-1,.137105571794067776e-1,.485702388378967103e-2
22.3702848088088082,.828873684229730623e-2,.352456726477219998e-1,.136833060981208857e-1,.484734496869569740e-2
22.4235020390390396,.829034278874844939e-2,.351660929607501838e-1,.136521893702519423e-1,.483629356123265429e-2
22.4711001641641630,.829175535502530044e-2,.350951748793542351e-1,.136244628851527952e-1,.482644666675401818e-2
22.5218496931931931,.829323708802345329e-2,.350198299685649111e-1,.135950091715928544e-1,.481598680158665769e-2
22.5704234679679665,.829463212848133638e-2,.349479741361571894e-1,.135669227289566766e-1,.480601291494392197e-2
22.6243584024024038,.829615503615388321e-2,.348684832338141265e-1,.135358556862458426e-1,.479498104894566981e-2
22.6710620925925923,.829745193049419467e-2,.347999006505483044e-1,.135090550045362974e-1,.478546455674590428e-2
22.7240711986986987,.829889977728648365e-2,.347223398629642951e-1,.134787492574444008e-1,.477470390708620122e-2
22.7723832442442458,.830019733780007138e-2,.346519111275058467e-1,.134512333763986223e-1,.476493424934620272e-2
22.8252290295295310,.830159304919128593e-2,.345751556567890153e-1,.134212490367268487e-1,.475428857560842872e-2
22.8708260050050036,.830277780018040708e-2,.345091651456341172e-1,.133954727552679197e-1,.474513728432571398e-2
22.9227556376376391,.830410543968862144e-2,.344342756250380702e-1,.133662235144028103e-1,.473475338247933072e-2
22.9729170990990994,.830536633176381933e-2,.343622041332826422e-1,.133380779193029032e-1,.472476167362179383e-2
23.0230457912912918,.830660560334291198e-2,.342904420449238606e-1,.133100560623594169e-1,.471481426046245836e-2
23.0729900690690677,.830781997971401752e-2,.342192038899040638e-1,.132822416289312094e-1,.470494083951018913e-2
23.1209708843843842,.830896780711335922e-2,.341510098807877513e-1,.132556183770939744e-1,.469549058944422355e-2
23.1728394164164158,.831018824659783030e-2,.340775579175420854e-1,.132269452247238458e-1,.468531306047970802e-2
23.2222738883883899,.831133201725243846e-2,.340078107228304477e-1,.131997209714317162e-1,.467565015797477296e-2
23.2743013423423406,.831251567845768535e-2,.339346759391296049e-1,.131711772219307022e-1,.466551926846390901e-2
23.3213987167167183,.831356968626096454e-2,.338687100714545122e-1,.131454338326425675e-1,.465638260171242786e-2
23.3734501321321311,.831471554663304122e-2,.337960684109532353e-1,.131170878029117661e-1,.464632255438250652e-2
23.4233063178178185,.831579466578258146e-2,.337267483461272596e-1,.130900404369457581e-1,.463672372410268898e-2
23.4730411521521525,.831685350302818933e-2,.336578476178218330e-1,.130631590973881197e-1,.462718412026223280e-2
23.5249893793793809,.831794094622923322e-2,.335861468378020889e-1,.130351878488735012e-1,.461725805080634086e-2
23.5728355930930924,.831892605735899682e-2,.335203476530518685e-1,.130095211111423414e-1,.460815005916944982e-2
23.6218366606606622,.831991884910114957e-2,.334531978162183607e-1,.129833296945601907e-1,.459885615844184744e-2
23.6759396616616620,.832099640057117583e-2,.333793345944549610e-1,.129545222721750130e-1,.458863429887749249e-2
23.7249254974974981,.832195546942706907e-2,.333127083870538160e-1,.129285395910998125e-1,.457941503702937597e-2
23.7750226901901911,.832292028667016431e-2,.332448162884885837e-1,.129020653919314256e-1,.457002164570652000e-2
23.8259702447447452,.832388514916049607e-2,.331760256172428658e-1,.128752429862339125e-1,.456050498351038766e-2
23.8728009614614614,.832475775393253480e-2,.331130185571734542e-1,.128506775977629654e-1,.455178935928055028e-2
23.9227209889889885,.832567309183488910e-2,.330460914611158049e-1,.128245858300265660e-1,.454253243722760585e-2
23.9722610220220211,.832656657471143175e-2,.329799140832911855e-1,.127987883217466156e-1,.453338016446225896e-2
24.0252534584584581,.832750618081123765e-2,.329093887769603480e-1,.127712980283055701e-1,.452362760775879870e-2
24.0720169879879897,.832832170950105304e-2,.328473789702886168e-1,.127471288229101566e-1,.451505348102056604e-2
24.1259723933933934,.832924704613037005e-2,.327760944320986403e-1,.127193467184202515e-1,.450519792440975692e-2
24.1746629869869878,.833006796591045755e-2,.327120055702019089e-1,.126943708819817515e-1,.449633811246540928e-2
24.2228397842842860,.833086725173286420e-2,.326488161504861693e-1,.126697472665034151e-1,.448760346168679443e-2
24.2746453183183171,.833171257831302227e-2,.325811139428827320e-1,.126433669647474517e-1,.447824590277701162e-2
24.3266604164164164,.833254680463194237e-2,.325133940611999836e-1,.126169816723767161e-1,.446888681410617054e-2
24.3739864539539539,.833329339558610237e-2,.324520011449921097e-1,.125930631372614208e-1,.446040291073810519e-2
24.4242446036036043,.833407348644800254e-2,.323870354119786541e-1,.125677542988232669e-1,.445142607710872617e-2
24.4732916456456451,.833482231476822058e-2,.323238635342559880e-1,.125431459122903721e-1,.444269789289562355e-2
24.5264591566566565,.833562037786168657e-2,.322556382701563241e-1,.125165707648543754e-1,.443327235571078140e-2
24.5724638358358369,.833629963064762454e-2,.321968165979867882e-1,.124936599674763168e-1,.442514665627674782e-2
24.6253018823823808,.833706706448434330e-2,.321294996208528125e-1,.124674419200262402e-1,.441584819255109486e-2
24.6749724239239256,.833777630062789224e-2,.320664529557103603e-1,.124428886028275665e-1,.440714033878883762e-2
24.7241632022022024,.833846723537379902e-2,.320042386122133191e-1,.124186608971495142e-1,.439854814948013612e-2
24.7733931121121138,.833914749607887404e-2,.319421964134931763e-1,.123945016627187814e-1,.438998042497620432e-2
24.8236045040040025,.833982994131893252e-2,.318791447627357477e-1,.123699507979114116e-1,.438127399841073146e-2
24.8768277382382372,.834054098743590780e-2,.318125608020728284e-1,.123440261010567924e-1,.437208057138745165e-2
24.9256282322322313,.834118197817435708e-2,.317517347335860012e-1,.123203446509942138e-1,.436368282205204776e-2
24.9738005860860852,.834180459623598547e-2,.316919017282060664e-1,.122970511119441517e-1,.435542279351744561e-2
25.0252960395395405,.834245922476106391e-2,.316281711463536896e-1,.122722415917747626e-1,.434662536428870577e-2
25.0766793918918935,.834310134711387964e-2,.315648151043758513e-1,.122475792710624413e-1,.433788030894469503e-2
25.1227990020020009,.834366841795712404e-2,.315081490425099600e-1,.122255222940833991e-1,.433005923486381658e-2
25.1774310060060067,.834432899426041166e-2,.314412674565230157e-1,.121994903753191025e-1,.432082888344119745e-2
25.2231445335335351,.834487258285483528e-2,.313855060932611007e-1,.121777878589862942e-1,.431313378910947853e-2
25.2766116386386379,.834549797041317029e-2,.313205194689461439e-1,.121524961369203748e-1,.430416622934165407e-2
25.3276408108108093,.834608455650128617e-2,.312587288771906113e-1,.121284495386270157e-1,.429564030942600379e-2
25.3732037832832837,.834659995858356638e-2,.312037485933880469e-1,.121070542960270283e-1,.428805458120967795e-2
25.4244441111111108,.834717032452023458e-2,.311421322703886311e-1,.120830778267040518e-1,.427955381927659119e-2
25.4760240930930948,.834773473421219180e-2,.310803361540268122e-1,.120590325993806275e-1,.427102883230088409e-2
25.5273589244244228,.834828692584454676e-2,.310190604962042420e-1,.120351910619844304e-1,.426257621081174796e-2
25.5749528843843841,.834879052037161735e-2,.309624513267125583e-1,.120131662216193154e-1,.425476779971361609e-2
25.6242336731731726,.834930362691783078e-2,.309040389514279104e-1,.119904408348664102e-1,.424671115565551215e-2
25.6751999354354368,.834982550561298893e-2,.308438452602154273e-1,.119670235012744042e-1,.423840933792995686e-2
25.7260027482482485,.835033697642350789e-2,.307840627031008562e-1,.119437671804921361e-1,.423016473738745992e-2
25.7782596856856863,.835085414271528534e-2,.307227951565570041e-1,.119199342675452170e-1,.422171586762785586e-2
