p,FI*,t1*,t2*,t3*,s1,s2,s3
.421618654561074,1.898597612,,,,,,
.426316972130133,1.910543502,,,,,,
.430248306399155,1.920436549,,,,,,
.434846443232239,1.93189005,,,,,,
.439234919729267,1.942704288,,,,,,
.443153306402431,1.952264462,,,,,,
.447559941764052,1.962909076,,,,,,
.451995787640199,1.973511103,,,,,,
.456410550329052,1.983951075,,,,,,
.460503600504213,1.99353163,,,,,,
.46474171714318,2.003352584,,,,,,
.469124783169744,2.013404193,,,,,,
.473493792733783,2.023317957,,,,,,
.477987856046892,2.033406377,,,,,,
.481946229411075,2.042201324,,,,,,
.486402420722218,2.052001208,,,,,,
.490876909065099,2.06173433,,,,,,
.495188907679741,2.07101329,,,,,,
.499104615804161,2.07935442,,,,,,
.503760771561164,2.089168163,,,,,,
.507705145709644,2.097393282,,,,,,
.512293391238563,2.106859671,,,,,,
.516354765411942,2.115148591,,,,,,
.52081073720519,2.124145715,,,,,,
.52505387563882,2.132619149,,,,,,
.529481145682546,2.141363106,,,,,,
.53354676171642,2.149305807,,,,,,
.537932077586191,2.157780176,,,,,,
.542487188395397,2.166481042,,,,,,
.546452425782849,2.173971237,,,,,,
.550734990921653,2.18197346,,,,,,
.555159299625936,2.190145596,,,,,,
.559487622624255,2.198047414,,,,,,
.563675497643102,2.205605563,,,,,,
.568325418661466,2.213897379,,,,,,
.57250357936783,2.221258267,,,,,,
.576964658180334,2.229024157,,,,,,
.581007058690346,2.235978091,,,,,,
.585426469563014,2.24349037,,,,,,
.589584791447248,2.250472987,,,,,,
.593931435581232,2.257683029,,,,,,
.598181074757537,2.264644566,,,,,,
.602630053399342,2.271840002,,,,,,
.606914948010394,2.278680597,,,,,,
.611296872113478,2.285585417,,,,,,
.615642511630273,2.2923426,,,,,,
.619635703115123,2.298472394,,,,,,
.624212350781937,2.305404421,,,,,,
.628305759502993,2.311520029,,,,,,
.632670186738585,2.317952702,,,,,,
.636847500364132,2.324024695,,,,,,
.641485870436962,2.330669574,,,,,,
.645502357935569,2.336340828,,,,,,
.6500611075767,2.342684697,,,,,,
.654215912439919,2.348380223,,,,,,
.658760616379206,2.354516014,,,,,,
.662681927375069,2.359730992,,,,,,
.667147842468093,2.365580833,,,,,,
.671461696224159,2.371140992,,,,,,
.675772731973055,2.376608569,,,,,,
.680067908199697,2.381967489,,,,,,
.684194227818299,2.387032384,,,,,,
.688654888255522,2.392415659,,,,,,
.692906221593461,2.3974572,,,,,,
.69738054938698,2.402669092,,,,,,
.701430893862217,2.407303749,,,,,,
.705907282110956,2.412333593,,,,,,
.710194882387667,2.417060248,,,,,,
.714472046525407,2.421686451,,,,,,
.718939561086072,2.42642349,,,,,,
.723054305224786,2.430700386,,,,,,
.727268365715482,2.434994773,,,,,,
.731921189104757,2.439635298,,,,,,
.736133939805348,2.4437453,,,,,,
.740442266875594,2.447858308,,,,,,
.744823723965118,2.451947356,,,,,,
.748851135707192,2.455622418,,,,,,
.753144226513835,2.459451604,,,,,,
.757404637562362,2.463161391,,,,,,
.761961953450341,2.467030015,,,,,,
.765983587137084,2.470358179,,,,,,
.770623717657344,2.474098173,,,,,,
.774811077885206,2.477381128,,,,,,
.778954251743423,2.480543347,,,,,,
.783409494823346,2.483848109,,,,,,
.787882759891998,2.487066462,,,,,,
.791952769296757,2.489907788,,,,,,
.796274938046334,2.492834491,,,,,,
.800492952441698,2.495600655,,,,,,
.805065324674692,2.498498835,,,,,,
.809021697413043,2.500922386,,,,,,
.813565735911809,2.503609701,,,,,,
.817837370781165,2.50604229,,,,,,
.822067746616567,2.508362182,,,,,,
.826301487532166,2.510595311,,,,,,
.830619635230424,2.512781982,,,,,,
.835196799409931,2.514999956,,,,,,
.839393610959229,2.516943777,,,,,,
.843536402598053,2.518778785,,,,,,
.847964978988466,2.520648943,,,,,,
.852383914239028,2.522421599,,,,,,
.856550216674805,2.524008205,1,1,1,,,

.856550216674805,,,1,1,,,
.856550693511963,,,,,1.,,
.856550693511963,,,,,.504382644154874,,
.856551170349121,,,1,1,,,

.856551170349121,2.52400868951997026,.504382644154874,1.,1.,,,
.857883138743355,2.52504533240690110,.503270299649259,,,,,
.85921510713759,2.52607263037353080,.502212444669018,,,,,
.860547075531824,2.52709053549954277,.501207051812907,,,,,
.861879043926058,2.52809900147550382,.500251576724835,,,,,
.864196921081712,2.52983128582220607,.498701453618537,,,,,
.866514798237365,2.53153462547451324,.497285665199169,,,,,
.869121493518102,2.53341536491576624,.495840889847919,,,,,
.871728188798839,2.53525894227509019,.494544767605378,,,,,
.874352162947964,2.53707693705262427,.493376125076063,,,,,
.876976137097089,2.53885674975923870,.492342117949539,,,,,
.879587639955119,2.54058995811495025,.491419944073874,,,,,
.88219914281315,2.54228489567605154,.490615339654855,,,,,
.884620340258179,2.54382195749549478,.48996483068499,,,,,
.887041537703208,2.54532580824588539,.489399465342335,,,,,
.892055557129406,2.54833396137466917,.488483512308308,,,,,
.897241063192607,2.55129359441352754,.487868477345877,,,,,
.899825501232354,2.55271094361412754,.487679955797046,,,,,
.9024099392721,2.55408981001159541,.487562233114769,,,,,
.905068351463794,2.55546795805511717,.487515241178139,,,,,
.907726763655489,2.55680534607008303,.48753937653299,,,,,
.912409825466386,2.55906223307753633,.487746147692392,,,,,
.917681843885283,2.56145219239536592,.488215451663138,,,,,
.922975509718332,2.56369235914546056,.488922730607706,,,,,
.928076937640902,2.56570146710880698,.489814688469962,,,,,
.932709522920124,2.56740048527500075,.490794355465619,,,,,
.93821811489036,2.56926848665738738,.492161156198337,,,,,
.940551364871354,2.57001085711976840,.492801512937578,,,,,
.942884614852348,2.57072474617477775,.493479977381406,,,,,
.945598739261585,2.57151994692852481,.494315119634104,,,,,
.948312863670822,2.57227803275159150,.495198162215987,,,,,
.950715323663679,2.57291880844453980,.496019384654262,,,,,
.953117783656536,2.57353186844208759,.496877949855745,,,,,
.955757347638815,2.57417435135060435,.497862824859551,,,,,
.958396911621094,2.57478531678267597,.498888135160336,1.,1.,,,

.958396911621094,,,,1,,,
.958397388458252,,,,,.498888135160336,1.,
.958397388458252,,,,,.395768345631574,.736071702907999,
.95839786529541,,,,1,,,

.95839786529541,2.57478563300027874,.395768345631574,.736071702907999,1.,,,
.959140081885719,,,.732079002704377,,,,
.959882298476028,2.57559022794872217,.391926341065692,.728399057417795,,,,
.960624515066338,,,.724991752599355,,,,
.961366731656647,2.57637932148855375,.388532570970697,.721836949654622,,,,
.962108948246956,,,.71887849234483,,,,
.962851164837265,2.57715147200407513,.385473131851931,.71613133793817,,,,
.963593381427574,,,.713543787489172,,,,
.964335598017883,2.57790550752930736,.38268793474182,.711118010437065,,,,
.965627195391118,2.57854607820481796,.380448944679316,.707230575923852,,,,
.966918792764353,2.57917161338410272,.378362196897668,.703729604470854,,,,
.968210390137588,2.57978159970962251,.376396657696985,.700560900199301,,,,
.969501987510823,2.58037556859191142,.374542606287533,.697688786170442,,,,
.970954523840978,2.58102387603028571,.37259130277508,.694794652378906,,,,
.972407060171133,2.58165080785181678,.370770714187123,.692220930797209,,,,
.973859596501288,2.58225583098511535,.369021347767819,.689905252925744,,,,
.975312132831443,2.58283844388723605,.367394912006788,.687867516509256,,,,
.97677429751527,,.365833971390029,,,,,
.978236462199097,2.58394151534258887,.364376382130566,.684481556465566,,,,
.979698626882924,,.362995739325909,,,,,
.981160791566751,2.58494824359930186,.36169666948329,.681991329308672,,,,
.984071222107386,2.58585124695367252,.359348502179745,.680325636737675,,,,
.986981652648021,2.58665252443076010,.357303222932102,.679434291092405,,,,
.989679994320232,2.58730210133606553,.355677383302603,.679267241959872,,,,
.992378335992443,2.58785979625111606,.354317351121182,.679752849995695,,,,
.995251229306036,2.58835049796163341,.353203278384902,.680999442813324,,,,
.998124122619629,2.58873297993767659,.352468989007099,.683047405522828,1.,,,

.998124122619629,,,,,,,
.998124599456787,,,,,.352468989007099,.683047405522828,1.
.998124599456787,,,,,.318191260043302,.61824398073517,.905111414363029
.998125076293945,,,,,,,

.998125076293945,2.58873388058480280,.318191260043302,.61824398073517,.905111414363029,,,
.998155727294749,2.58876409539741781,.315099930703428,.612438259362337,.896730026053611,,,
.998186378295553,2.58879592138791104,.312575929044735,.607651203562194,.889822994494406,,,
.998217029296356,2.58882906938020518,.310391620486516,.603547444780486,.883892019192903,,,
.99824768029716,2.58886334903050486,.308452242367711,.599888000455631,.878626486192478,,,
.998308982298768,2.58893478792451726,.305078383051247,.593540970750852,.869473080877007,,,
.998370284300375,2.58900947289696326,.302179664938067,.588116903096971,.861625658861573,,,
.998431586301982,2.58908690314527723,.299603654722272,.583273371001946,.85466420048667,,,
.99849288830359,2.58916672068087861,.297291553205613,.578945539721228,.848405698875502,,,
.998554190305197,2.58924865471831156,.295172596328089,.574959563638056,.842664565281984,,,
.998615492306805,2.58933249221074702,.293196248772942,.571275917667938,.837370787490741,,,
.99873809631002,2.58950521661862831,.289659050605123,.56465897541315,.82782745413995,,,
.998860700313234,2.58968382662243224,.286474881141294,.558724218989956,.819299284106246,,,
.998983304316449,2.58986754375816641,.283601257241847,.553355843267117,.811596690310325,,,
.999105908319664,2.59005577265714537,.280967148815984,.548449096696458,.804558644029063,,,
.999217669779706,2.59023088596107209,.278727875133408,.544286769219997,.798602037320515,,,
.999329431239748,2.59040906308559560,.276634028936551,.540393714673351,.793032345006228,,,
.99944119269979,2.59059005756594329,.274646315316105,.536715244865126,.787782865019928,,,
.999552954159832,2.59077365872620158,.272763769113102,.533223400901641,.782807070431846,,,
.999664715619874,2.59095968427721557,.270964366136616,.529889045463736,.778072987856726,,,
.999776477079916,2.59114797500269090,.269273973466771,.526740746660981,.773587621666413,,,
.999888238539958,2.59133839041686009,.267633607226757,.52372574740008,.769306158291672,,,
1.,2.59153080561338,.266061585277783,.520818889731817,.765193843090142,,,
