p,FI*,t1*,t2*,s1,s2
0.,0.,1,1,,
.00413194237086809,.03323191856,,,,
.00772712333438461,.06140153962,,,,
.011770280336098,.09226929526,,,,
.0158402380069278,.1224931255,,,,
.0198908518793928,.1517496787,,,,
.0236462894538353,.178159876,,,,
.0275348275387369,.2048018933,,,,
.0315563591887534,.2316231863,,,,
.0355649937357655,.2576403206,,,,
.039688367091186,.2836778363,,,,
.0433202365870392,.3060223715,,,,
.0474088614334195,.3305377321,,,,
.0515142745662459,.3544945178,,,,
.0554706008342789,.3769772475,,,,
.0590633241084829,.396896698,,,,
.0633354195771464,.4199874347,,,,
.0669544448107895,.4390585053,,,,
.0711642315050076,.4606965814,,,,
.0748906060502947,.4793757818,,,,
.0789790295250686,.4993747822,,,,
.0828721755009845,.5179528446,,,,
.0869342649090206,.5368690208,,,,
.0906645310326734,.5538325887,,,,
.0946881269884819,.5717071174,,,,
.0988675123755246,.5898241856,,,,
.102505679641003,.6052342962,,,,
.106434999958568,.6215124449,,,,
.110494372330883,.6379436208,,,,
.114465676239077,.6536511672,,,,
.118308116970898,.6685143552,,,,
.122574492285373,.6846441288,,,,
.126408020260138,.6988129748,,,,
.130501129623361,.7136130315,,,,
.13421009506211,.7267402085,,,,
.138264973952813,.7407923046,,,,
.142080298984863,.7537371597,,,,
.146068412979293,.7669897628,,,,
.149967523369719,.7796795285,,,,
.154049530597751,.7926900881,,,,
.157980988716414,.8049632648,,,,
.162001472475824,.8172607692,,,,
.165988664599808,.829210589,,,,
.169652480067994,.8399815008,,,,
.173851626055898,.8520861986,,,,
.177607392285863,.8627016648,,,,
.181611822435429,.8738066076,,,,
.185444573042337,.8842348463,,,,
.189700350025815,.8955906599,,,,
.193385540187611,.9052392176,,,,
.197568263983361,.9159884482,,,,
.201380362646564,.9256031448,,,,
.205550199488849,.9359267561,,,,
.209148063485155,.944676152,,,,
.213245610606253,.9544669857,,,,
.217203638837562,.9637533243,,,,
.22115908138478,.9728700244,,,,
.225099972572504,.981794761,,,,
.228885935262709,.9902234648,,,,
.23297866119449,.9991791464,,,,
.236879325767735,1.00756752,,,,
.24098459155452,1.016244846,,,,
.244700845666007,1.023969612,,,,
.248808002150116,1.032366449,,,,
.252741942364377,1.040274209,,,,
.256666307258051,1.048034384,,,,
.260765321599765,1.056006372,,,,
.26454066344832,1.063231018,,,,
.268407129917718,1.070515668,,,,
.272676168321334,1.07842752,,,,
.276541432919366,1.085475028,,,,
.280494389974642,1.092571072,,,,
.284514445478766,1.099674733,,,,
.288209658765158,1.106106272,,,,
.292148636468459,1.112860913,,,,
.296057630417437,1.119463184,,,,
.300239038880235,1.126416762,,,,
.30392895071057,1.132461641,,,,
.308186342971567,1.139332155,,,,
.312028311256138,1.145438676,,,,
.315829738053546,1.151395277,,,,
.319917493080427,1.157707682,,,,
.324021783919018,1.16395091,,,,
.327756080871141,1.169550628,,,,
.331721738357407,1.175414872,,,,
.335591832477646,1.181057632,,,,
.33978705533278,1.187086884,,,,
.343417089499615,1.192231853,,,,
