p,FI*,t1*,t2*,s1,s2
0.,0.,1,1,,
.000856057568692921,.04921607874,,,,
.00160090868189769,.08850464977,,,,
.00243857166024251,.1292329663,,,,
.0032817872125547,.1669612113,,,,
.00412099510853696,.2016269647,,,,
.00489904825420073,.2314754573,,,,
.00570467721993854,.2602982205,,,,
.00653785984876872,.2880982922,,,,
.0073683704503415,.3139761962,,,,
.00822265268678828,.338870188,,,,
.00897510494564612,.3594800611,,,,
.00982218797128725,.3813373,,,,
.0106727492012177,.4019747019,,,,
.0114924225514191,.4207277544,,,,
.0122367644795122,.4368698697,,,,
.0131218590263075,.4550521129,,,,
.013871650205486,.4696591113,,,,
.0147438355940279,.4858029702,,,,
.0155158674490142,.4993871834,,,,
.0163629087544007,.5135842847,,,,
.0171694923849485,.5264634664,,,,
.0180110777872459,.5392825512,,,,
.0187839159010846,.5505345531,,,,
.0196175262136622,.5621498551,,,,
.0204834130465202,.5736788505,,,,
.0212371700799536,.5832981404,,,,
.0220512483259103,.5932781735,,,,
.0228922708115974,.6031688255,,,,
.0237150472356246,.6124567989,,,,
.0245111257322465,.6210992824,,,,
.025395035175077,.6303217735,,,,
.0261892671229208,.6382922109,,,,
.027037279252659,.6464904127,,,,
.0278057042815865,.6536556947,,,,
.0286457958058519,.661217741,,,,
.0294362564603223,.6680872378,,,,
.0302625156051285,.6750261201,,,,
.0310703349455982,.6815831399,,,,
.03191604693027,.6882192513,,,,
.0327305680867626,.6944004678,,,,
.0335635336131735,.7005187563,,,,
.0343896017644706,.7063933637,,,,
.0351486726033933,.7116297977,,,,
.0360186534458989,.7174495529,,,,
.0367967746825528,.7224975727,,,,
.0376264142152836,.7277235848,,,,
.0384204851077261,.7325809852,,,,
.0393021987838561,.7378161142,,,,
.0400656980408449,.7422203789,,,,
.0409322765266313,.7470804272,,,,
.0417220687406388,.7513864929,,,,
.0425859773019538,.7559675795,,,,
.0433313842870269,.7598161596,,,,
.0441803158333193,.764086425,,,,
.0450003417969923,.7681016018,,,,
.0458198320575413,.7720106866,,,,
.0466363075612732,.7758064484,,,,
.0474206849133364,.7793634285,,,,
.0482686176035861,.7831135615,,,,
.0490767589403099,.7865991512,,,,
.0499272896430252,.7901776769,,,,
.0506972247422545,.7933404239,,,,
.0515481471604413,.7967541072,,,,
.0523631825585502,.799946141,,,,
.0531762341376886,.8030573224,,,,
.0540254696633689,.8062317143,,,,
.0548076465849651,.8090897164,,,,
.055608702744064,.81195354,,,,
.0564931639268294,.8150437658,,,,
.0572939710817101,.8177788872,,,,
.0581129463969868,.8205163456,,,,
.0589458231972866,.8232403191,,,,
.05971139904947,.8256925193,,,,
.0605274781166897,.8282536753,,,,
.0613373451370021,.8307430887,,,,
.062203651111551,.8333501687,,,,
.0629681286058255,.8356043292,,,,
.0638501769358354,.8381526895,,,,
.0646461575506362,.84040556,,,,
.0654337387629728,.8425922278,,,,
.066280641579042,.8448978672,,,,
.0671309702915778,.8471665503,,,,
.0679046435141645,.8491915845,,,,
.0687262501101075,.8513024143,,,,
.0695280578474426,.8533240661,,,,
.0703972258936408,.8554740197,,,,
.0711492979082562,.8573004053,,,,
.0720130799587696,.8593603192,,,,
.0728250804967735,.8612609238,,,,
.0736292379951044,.8631098847,,,,
.0744340352067332,.8649280233,,,,
.0752548774195373,.8667500004,,,,
.0761249564138715,.8686464828,,,,
.0769227336506032,.8703547408,,,,
.0777102422227319,.8720130106,,,,
.0785520759255914,.8737556854,,,,
.0793920770300621,.8754644644,,,,
.0801460279043568,.8769732256,,,,
.0810391370847022,.8787306678,,,,
.0817864494311029,.8801769812,,,,
.0826605151275462,.8818412946,,,,
.083494726223245,.8834029226,,,,
.0842395773446318,.8847756847,,,,
.0850772402820664,.8862957425,,,,
.0859204558834709,.8878010701,,,,
.086759663754907,.8892751277,,,,
.0875377168842067,.8906207781,,,,
.0883433458826726,.8919933247,,,,
.0891765284951387,.8933910609,,,,
.0900070390967115,.8947628061,,,,
.0908613213249762,.8961519294,,,,
.09161377356747,.8973574961,,,,
.0924608566585675,.8986949836,,,,
.0933114178557698,.9000174368,,,,
.0941310911732429,.9012728422,,,,
.0948754331258822,.9023970409,,,,
.0957605277135878,.9037146347,,,,
.0965103188273099,.9048148403,,,,
.0973825042731261,.9060766136,,,,
.098154536070838,.9071776542,,,,
.0990015774334989,.90836892,,,,
.0998081610313186,.9094873319,,,,
.100649746441798,.9106380349,,,,
.101422584580183,.911680426,,,,
.102256194868214,.9127897361,,,,
.10312208169289,.9139257983,,,,
.103875838726324,.9149015758,,,,
.104689916996826,.9159419491,,,,
.105530939482514,.9170023283,,,,
.106353715922905,.9180257966,,,,
.107149794427709,.9190032212,,,,
.108033703845993,.9200739912,,,,
.108827935744745,.9210233713,,,,
.109675947907211,.9220239748,,,,
.110444372977049,.9229192388,,,,
.111284464427676,.9238857991,,,,
.11207492513942,.924783836,,,,
.112901184267863,.9257109287,,,,
.11370900360015,.9266060657,,,,
.114554715625732,.9275314804,,,,
.115369236708586,.92841165,,,,
.116202202251361,.9293006815,,,,
.117028270410841,.9301714998,,,,
.117787341274309,.9309623341,,,,
.118657322067723,.931857896,,,,
.119435443353469,.9326492755,,,,
.120265082894382,.9334832228,,,,
.12105915377046,.9342720811,,,,
.121940867454772,.9351375002,,,,
.122704366687215,.9358781125,,,,
.123570945222094,.9367090193,,,,
.124360737378827,.937457475,,,,
.125224645948324,.9382666999,,,,
.125970052957943,.9389571066,,,,
.126818984455143,.9397347287,,,,
.127639010418816,.9404772518,,,,
.128458500703911,.94121097,,,,
.129274976232189,.9419338557,,,,
.130059353592435,.942620802,,,,
.13090728622541,.9433552559,,,,
.131715427603044,.944047489,,,,
