p,FI*,t1*,t2*,s1,s2
0.,0.,1,1,,
.00447230562953086,.02964684405,,,,
.00836363484449741,.05508694176,,,,
.0127398415281451,.0832896816,,,,
.0171450565503915,.1112343912,,,,
.0215293343546036,.1385962071,,,,
.0255941211057322,.1635593131,,,,
.0298029723448885,.1889949181,,,,
.0341557723172478,.2148590346,,,,
.0384946128048919,.2401947386,,,,
.0429576435577216,.2657942323,,,,
.0468886834740923,.287957755,,,,
.0513141033556539,.3124819626,,,,
.0557576944364346,.3366574664,,,,
.0600399178201716,.3595347037,,,,
.0639285868969364,.379957074,,,,
.0685525905493356,.4038115234,,,,
.0724697281744753,.4236599732,,,,
.0770262904499846,.4463410308,,,,
.0810596201435752,.4660584971,,,,
.0854848220658121,.4873110838,,,,
.0896986607648781,.5071854804,,,,
.0940953593866454,.5275523257,,,,
.0981329012221951,.5459292629,,,,
.102487935544791,.5654083609,,,,
.10701159224587,.5852727775,,,,
.110949448702265,.6022652511,,,,
.115202441556273,.6203110489,,,,
.119596199330115,.6386268949,,,,
.123894634117206,.65623063,,,,
.128053590795115,.6729733412,,,,
.132671403103232,.6912368224,,,,
.136820712847574,.7073608932,,,,
.141250986652091,.7242842704,,,,
.14526547318714,.7393641649,,,,
.149654367334796,.7555790185,,,,
.153783974693222,.7705826497,,,,
.158100604275051,.7860091107,,,,
.162320898699342,.8008432498,,,,
.166739155845043,.8161163493,,,,
.170994462598671,.8305833089,,,,
.175346128361829,.8451369722,,,,
.179661760135359,.8593349168,,,,
.183627377531056,.872179343,,,,
.188172422586218,.8866678052,,,,
.19223756506543,.8994204308,,,,
.196571854823979,.9128078336,,,,
.200720323165821,.9254230501,,,,
.205326664119516,.939208491,,,,
.209315416920787,.9509608908,,,,
.213842687027552,.9640967592,,,,
.217968802249287,.9758844715,,,,
.222482123856931,.9885816256,,,,
.226376357115944,.9993753561,,,,
.23081143423274,1.011489512,,,,
.235095499776715,1.023014301,,,,
.23937676664431,1.034361606,,,,
.24364228350352,1.045501734,,,,
.247740109836234,1.056051583,,,,
.252169968624653,1.06729181,,,,
.256391945255506,1.077848812,,,,
.260835376852811,1.088798817,,,,
.264857752455324,1.098571914,,,,
.269303230493631,1.109222175,,,,
.273561223802183,1.119277739,,,,
.277808853035847,1.129169824,,,,
.282245518233605,1.139356889,,,,
.28633184884696,1.148610837,,,,
.290516810350633,1.157962721,,,,
.295137505116317,1.168143788,,,,
.299321165746069,1.177233656,,,,
.303599742382628,1.186406175,,,,
.30795094461354,1.195608697,,,,
.311950546180968,1.203957914,,,,
.316213991935022,1.212744378,,,,
.320444984062858,1.221350274,,,,
.324970830487868,1.230432939,,,,
.328964693898846,1.238344387,,,,
.333572783186397,1.247354154,,,,
.337731228499843,1.255377884,,,,
.341845792775029,1.26321898,,,,
.346270271186866,1.271543912,,,,
.350712647525915,1.279793253,,,,
.354754552224071,1.287205532,,,,
.359046875472735,1.29498135,,,,
.363235763450165,1.30247641,,,,
.36777656220971,1.310498816,,,,
.371705615614276,1.317356023,,,,
.376218276290937,1.325136863,,,,
.380460414565401,1.33236032,,,,
.384661578410382,1.339428663,,,,
.388866084312589,1.346419035,,,,
.393154414190783,1.353464079,,,,
.397699972021011,1.360839935,,,,
.401867803434959,1.367521288,,,,
.40598198821556,1.37404137,,,,
.410379984035136,1.380929885,,,,
.414768405802228,1.387721009,,,,
.418707274942357,1.39374749,,,,
.423373149482948,1.400803273,,,,
.427277336930211,1.406639126,,,,
.431843722507237,1.413387375,,,,
.436201895503952,1.419751291,,,,
.440093224761664,1.425371257,,,,
.444469431231584,1.43162241,,,,
.448874646510303,1.437842263,,,,
.453258924186279,1.443961239,,,,
.457323710851917,1.449571726,,,,
.461532562262055,1.455318547,,,,
.465885362148923,1.461196001,,,,
.470224202636567,1.466988899,,,,
.474687233346652,1.472880194,,,,
.478618273177531,1.478013444,,,,
.483043693401057,1.483730627,,,,
.487487284310856,1.489406531,,,,
.491769507523611,1.494815813,,,,
.495658176728612,1.49967722,,,,
.500282180594739,1.505395915,,,,
.504199317877914,1.510188412,,,,
.508755880452642,1.515704062,,,,
.512789209847014,1.520533952,,,,
.51721441206847,1.525777265,,,,
.521428250596554,1.530716532,,,,
.525824949261066,1.535815124,,,,
.529862491224853,1.54044836,,,,
.534217525419212,1.545394148,,,,
.538741182077546,1.550475241,,,,
.54267903853394,1.554852305,,,,
.546932031516185,1.559532093,,,,
.551325789290027,1.564315512,,,,
.555624224162609,1.568945341,,,,
.559783180883264,1.573378586,,,,
.564400993063144,1.578248158,,,,
.568550302551013,1.582576838,,,,
.572980576526511,1.587150232,,,,
.576995063275288,1.591251699,,,,
.581383957038235,1.595689716,,,,
.58551356469588,1.599822142,,,,
.589830194192217,1.604097193,,,,
.594050488573763,1.608233271,,,,
.598468745933192,1.612517664,,,,
.60272405230211,1.616600273,,,,
.607075718150759,1.620731332,,,,
.611391349967034,1.624784644,,,,
.615356967490968,1.628471322,,,,
.619902012289657,1.632652415,,,,
.623967155025342,1.636352316,,,,
.628301444826636,1.640256205,,,,
.632449913082987,1.643953417,,,,
.637056254079428,1.648013994,,,,
.641045006752463,1.651492426,,,,
.6455722771157,1.655398348,,,,
.649698392038217,1.658919412,,,,
.654211713688606,1.662728851,,,,
.658105947075856,1.665980649,,,,
.662541023936179,1.669644687,,,,
.666825089480154,1.673144361,,,,
.671106356475985,1.676603065,,,,
.675371873463432,1.68001077,,,,
.679469699838891,1.683248682,,,,
.683899558328092,1.686709619,,,,
.688121535172672,1.689970252,,,,
.692564966641741,1.693362107,,,,
.696587342500727,1.69639745,,,,
.70103282019707,1.699713367,,,,
.705290813548367,1.702851413,,,,
.709538442824777,1.705944816,,,,
.713975108108026,1.709136478,,,,
.718061438935108,1.712040523,,,,
.722246400310545,1.714979303,,,,
.726867094819756,1.718182505,,,,
.731050755449508,1.7210451,,,,
.735329332470776,1.723935609,,,,
.739680534530707,1.726836722,,,,
.743680136012644,1.72946914,,,,
.747943581980425,1.732238985,,,,
.752174573851788,1.734950686,,,,
.756700420362289,1.737810361,,,,
.760694283687776,1.740298565,,,,
.765302372975327,1.743128093,,,,
.769460818459755,1.745643318,,,,
.773575382692195,1.748096138,,,,
.777999861232269,1.750693669,,,,
.782442237314845,1.753259696,,,,
.78648414231222,1.755557569,,,,
.790776465432647,1.757959102,,,,
.794965353410077,1.760264023,,,,
.799506152297859,1.762718981,,,,
.803435205317715,1.764806271,,,,
.807947866122613,1.767160911,,,,
.812190004311586,1.769332362,,,,
.816391168370294,1.771442257,,,,
.820595674272501,1.77351295,,,,
.82488400410795,1.775582309,,,,
.829429561852686,1.777728224,,,,
.833597393394871,1.779652237,,,,
.837711578047236,1.781510055,,,,
.842109574037794,1.783449896,,,,
.846497995462922,1.785337319,,,,
.850635528564453,1.787072098,1,1,,

.850635528564453,,,1,,
.850636005401611,,,,1.,
.850636005401611,,,,.458856361421428,
.85063648223877,,,1,,

.85063648223877,1.78707290773941718,.458856361421428,1.,,
.856017920752207,1.79196403680875838,.460813141546953,,,
.860700281628354,1.79618280003132536,.462584078573269,,,
.865966086146418,1.80088446099151378,.464648203622304,,,
.871266795834986,1.80556954654824642,.466799875786498,,,
.876542312175687,1.81018247572790081,.469012759979708,,,
.881433391136614,1.81441250850656433,.471124615282526,,,
.886497820098305,1.81874251339219595,.473370236799247,,,
.891735459775225,1.82316410189640954,.475752679662871,,,
.896956302275276,1.82751079784438764,.478188985897774,,,
.902326580509694,1.83191446718160300,.480751094992256,,,
.907056724501673,1.83573275696682159,.483056571533031,,,
.912381746305084,1.83995867643002176,.485702723338096,,,
.917728633159637,1.84411889639306570,.488411989544493,,,
.922881349398041,1.84804308824775365,.491069586208934,,,
.927560509381549,1.85152875087859248,.493520832835574,,,
.933124483179983,1.85556915393471611,.496478492769052,,,
.937837898814901,1.85889592602645792,.499018214821328,,,
.943320721714211,1.86264517380333783,.502008225387972,,,
.948173949008687,1.86584634123325754,.504683012954986,,,
.953498708545876,1.86921984827430676,.507643199308365,,,
.95856913882122,1.87228505947694313,.510481460292593,,,
.963859600890478,1.87531566450006371,.513457102700165,,,
.968717896573575,1.87793384961323762,.516194691656246,,,
.973958224800746,1.88056410598381341,.519144877355347,,,
.979401453061358,1.88306258022014794,.522197736148347,,,
.984139799263573,1.88502505683367971,.524835360582275,,,
.989510536193848,1.88698720004628218,.527787688312353,1.,,

.989510536193848,,,,,
.989511013031006,,,,.527787688312353,1.
.989511013031006,,,,.391421881532375,.737887867322996
.989511489868164,,,,,

.989511489868164,1.88698810082712076,.391421881532375,.737887867322996,,
.989854419376647,1.88752278004352525,.390024606852363,.735452629909462,,
.990197348885131,1.88805882406846703,.38870031071013,.733161878500441,,
.990540278393614,1.88859615456360541,.387437062261943,.730998091112945,,
.990883207902098,1.88913470325452693,.386226362305461,.72894423120819,,
.991226137410581,1.88967441013747162,.385067649898851,.726992511478745,,
.991569066919065,1.89021522208736092,.383953231637935,.725135522773617,,
.991911996427548,1.89075709176724516,.38287778648018,.723358352283181,,
.992254925936031,1.89129997676152373,.381838079459739,.721657287143438,,
.992940784952998,1.89238864354819447,.379858160937849,.718462302118242,,
.993626643969965,1.89348095784225134,.377989784384438,.715506782147743,,
.994312502986932,1.89457670000420308,.37621197077707,.71275746577862,,
.994998362003899,1.89567568541658682,.374516310052881,.710187263767605,,
.995623566753411,1.89668017423428559,.373036076030048,.707986751084248,,
.996248771502924,1.89768712518012617,.371604883187041,.705906978196699,,
.996873976252437,1.89869644890084421,.370223033263403,.703937078410171,,
.997499181001949,1.89970806698431693,.36887993231093,.702065673406504,,
.998124385751462,1.90072191034710913,.367575140203354,.700287663773066,,
.998749590500975,1.90173791793488567,.36630255194789,.698588303128078,,
.999374795250487,1.90275603564457652,.365061145297348,.696969488487282,,
1.,1.90377621535335,.363845018716654,.695421888051773,,
