𝜆,FI*,t1*,t2*
5.00292431331331322,.473081590162851672e-3,.175453978436106266e-1,.699650757699904566e-2
5.05639141841841866,.505698890841979241e-3,.180241995468330037e-1,.714358720758192980e-2
5.10742059059059095,.538342471167221372e-3,.184845594401712408e-1,.728402516271079749e-2
5.15298356306306271,.568766688969914711e-3,.188982063110644735e-1,.740941911477004198e-2
5.20422389089089066,.604451851466906412e-3,.193661027211370178e-1,.755037747147274414e-2
5.25580387287287287,.641976447428727688e-3,.198397514626589659e-1,.769214162758539988e-2
5.30713870420420442,.680950363803509281e-3,.203135337172959743e-1,.783303766334707101e-2
5.35473266416416394,.718560397814855742e-3,.207546901947886983e-1,.796343562343601770e-2
5.40401345295295332,.759024428181573384e-3,.212131806058542885e-1,.809816405699879775e-2
5.45497971521521485,.802524495249063319e-3,.216889243365020606e-1,.823712813009832429e-2
5.50578252802802837,.847580340928786842e-3,.221644777854955316e-1,.837520745471238143e-2
5.55803946546546523,.895714776908519651e-3,.226547608985450330e-1,.851671588502516189e-2
5.60406740440440476,.939631480840730964e-3,.230873185632649927e-1,.864086419483144595e-2
5.65588396196196186,.990792132945831098e-3,.235748262081459416e-1,.878001480647127609e-2
5.70791328328328351,.104401332258988633e-2,.240646531901405024e-1,.891902347285080874e-2
5.75805317517517512,.109707038603727410e-2,.245367317740018236e-1,.905224798056364528e-2
5.80358500050050008,.114676500264504835e-2,.249652450976776165e-1,.917255459331734087e-2
5.85772674474474453,.120774208320201574e-2,.254743004115767432e-1,.931471638766625913e-2
5.90359190390390420,.126100673292473767e-2,.259049030754818430e-1,.943433762928086450e-2
5.95694398748748721,.132482885384569435e-2,.264048005770459449e-1,.957249502748270739e-2
6.00416962162162182,.138299656663304934e-2,.268461767347254708e-1,.969385060751371160e-2
6.05598362712712746,.144862575776726456e-2,.273289790490431270e-1,.982593133474406882e-2
6.10532281331331372,.151287947412841704e-2,.277870702510157018e-1,.995061797874054708e-2
6.15680307807807825,.158174750645077877e-2,.282630772927446108e-1,.100795353996250385e-1
6.20407803153153115,.164662736204148350e-2,.286982228533654050e-1,.101968169249419434e-1
6.25507045545545548,.171835900160040604e-2,.291652378165950001e-1,.103220891567482476e-1
6.30803725275275262,.179478016915604437e-2,.296475087130151256e-1,.104508089880927871e-1
6.35414500550550532,.186288050738758477e-2,.300647838465225060e-1,.105616569548294924e-1
6.40394264164164184,.193806464765954576e-2,.305125925423875254e-1,.106800787617577359e-1
6.45538847247247283,.201750275741106704e-2,.309718918735773056e-1,.108009646811875314e-1
6.50571818118118106,.209693508018725166e-2,.314177420499507226e-1,.109177569422147392e-1
6.55441476226226261,.217538754795300326e-2,.318456547387887812e-1,.110293390306773001e-1
6.60848401301301269,.226431150288512002e-2,.323165643528118551e-1,.111515553767757847e-1
6.65706763963963954,.234581936589459096e-2,.327357294570648563e-1,.112598337296885651e-1
6.70894103103103134,.243449646707602843e-2,.331789404359852658e-1,.113738023574475530e-1
6.75594603353353396,.251629755866816839e-2,.335765302700461385e-1,.114755831966627028e-1
6.80733491691691661,.260727164968121506e-2,.340066546920265861e-1,.115852049500967062e-1
6.85568785135135172,.269431452757322139e-2,.344068823561164625e-1,.116867499520542633e-1
6.90623060010010015,.278676273577933755e-2,.348204341640950474e-1,.117912098305368637e-1
6.95564537537537575,.287856051953621619e-2,.352198702420638138e-1,.118916516417687922e-1
7.00737806556556553,.297612336970065833e-2,.356327199924746166e-1,.119949950322407808e-1
7.05720279479479462,.307146140746535241e-2,.360250624091375121e-1,.120927564872292635e-1
7.10815577677677712,.317031222186306937e-2,.364208004072409247e-1,.121909159331072235e-1
7.15868684234234198,.326965588021361402e-2,.368076588233350738e-1,.122864320930211705e-1
7.20511964364364399,.336205780606115131e-2,.371581246910708679e-1,.123725811761065067e-1
7.25833687387387361,.346923059298265236e-2,.375537793738396491e-1,.124693951019317281e-1
7.30593499899899879,.356619620440908969e-2,.379021206746032249e-1,.125542358828834386e-1
7.35668452802802797,.367069159846100624e-2,.382676758158682420e-1,.126428626899740357e-1
7.40525830280280317,.377173817928203904e-2,.386118265026618099e-1,.127259117455320557e-1
7.45919323723723693,.388506856374649066e-2,.389873068809006018e-1,.128160814720538960e-1
7.50589692742742720,.398412356910597416e-2,.393067232444382492e-1,.128924176984573716e-1
7.55890603353353363,.409753594764219499e-2,.396627611752453299e-1,.129770942833822601e-1
7.60721807907907888,.420176561685460092e-2,.399811751552245145e-1,.130524449150795363e-1
7.66006386436436415,.431667162205220251e-2,.403227801853553655e-1,.131328746943374063e-1
7.70566083983983940,.441652646943034924e-2,.406118722958896672e-1,.132005996007022522e-1
7.75759047247247224,.453100317100755840e-2,.409346959780664682e-1,.132758450166111618e-1
7.80775193393393430,.464229647823159470e-2,.412400061741844959e-1,.133466248654448318e-1
7.85788062612612581,.475417024568997298e-2,.415386886991647858e-1,.134154939406243637e-1
7.90782490390390347,.486623450395236648e-2,.418298620679639147e-1,.134822613228196102e-1
7.95580571921921909,.497441541909879673e-2,.421035492309783793e-1,.135446723107426250e-1
8.00767425125125065,.509188892015772967e-2,.423927463060373919e-1,.136102394408268625e-1
8.05710872322322302,.520431274094809628e-2,.426619228438264650e-1,.136709003302845217e-1
8.10913617717717727,.532307150986508978e-2,.429384219045365056e-1,.137328252202488406e-1
8.15623355155155139,.543092153510957645e-2,.431827152082014665e-1,.137871959356935612e-1
8.20828496696696774,.555044959522389258e-2,.434460783810912132e-1,.138454338339239428e-1
8.25814115265265336,.566521944485709385e-2,.436918263672006271e-1,.138994050973419176e-1
8.30787598698698737,.577994089665422300e-2,.439306515256923658e-1,.139514933975724443e-1
8.35982421421421407,.589996713820974128e-2,.441733861953687301e-1,.140040470558112431e-1
8.40767042792792729,.601065439779775116e-2,.443909068366866999e-1,.140507904160447773e-1
8.45667149549549535,.612411083507838089e-2,.446076978494071991e-1,.140970265021928606e-1
8.51077449649649687,.624944759710955883e-2,.448400717910113766e-1,.141461726421267548e-1
8.55976033233233302,.636294838860145939e-2,.450441802190467699e-1,.141889642977926656e-1
8.60985752502502422,.647900134988905422e-2,.452467823263679389e-1,.142310676808920129e-1
8.66080507957958012,.659695955187358796e-2,.454465056062622330e-1,.142721839032377493e-1
8.70763579629629625,.670529339623433720e-2,.456245142878712664e-1,.143084809470247366e-1
8.75755582382382336,.682063974276784276e-2,.458084332023847643e-1,.143456120344163333e-1
8.80709585685685603,.693493554359141031e-2,.459850535067932442e-1,.143808875791012671e-1
8.86008829329329295,.705696613560679101e-2,.461675398113106997e-1,.144169092220571889e-1
8.90685182282282284,.716442214478806450e-2,.463230990917164881e-1,.144472457838106770e-1
8.96080722822822828,.728809691937808320e-2,.464962694884816230e-1,.144805808567522697e-1
9.00949782182182268,.739938801026946130e-2,.466467991061857712e-1,.145091511629442567e-1
9.05767461911911909,.750917923002904220e-2,.467904380610744269e-1,.145360283018024592e-1
9.10948015315315374,.762684635855070351e-2,.469390791716199282e-1,.145634075472685660e-1
9.16149525125125130,.774454550418107561e-2,.470823311637296252e-1,.145893344285208896e-1
9.20882128878878881,.785121970596874483e-2,.472075196949461595e-1,.146115841904268483e-1
9.25907943843843917,.796404245931174072e-2,.473351615284809263e-1,.146338365645197026e-1
9.30812648048047997,.807366275980956477e-2,.474545295359687994e-1,.146542076673407476e-1
9.36129399149149144,.819192317249100091e-2,.475782065002462728e-1,.146748143176525341e-1
9.40729867067067005,.829375031979638286e-2,.476804865900326974e-1,.146914262035512510e-1
9.46013671721721749,.841010284090788415e-2,.477926179086742633e-1,.147091346268710937e-1
9.50980725875875876,.851887177571165194e-2,.478928961450470272e-1,.147244678473984984e-1
9.55899803703703732,.862598648091673741e-2,.479873798419793995e-1,.147384206841994648e-1
9.60822794694694693,.873256409397385122e-2,.480772036704204889e-1,.147511786084374274e-1
9.65843933883883921,.884060456319001910e-2,.481640149611871210e-1,.147629705449220175e-1
9.71166257307307390,.895437348540449769e-2,.482508242368366175e-1,.147741497147670341e-1
9.76046306706706623,.905798899593887076e-2,.483257870620903834e-1,.147832288817144209e-1
9.80863542092092011,.915959763310691955e-2,.483955110198703783e-1,.147911135186779719e-1
9.86013087437437363,.926745853905232286e-2,.484654281356569280e-1,.147983808261384076e-1
9.91151422672672666,.937428756589816885e-2,.485305209890682238e-1,.148044600270513579e-1
9.95763383683683756,.946948114977933138e-2,.485850409276425768e-1,.148089390786103510e-1
10.0122658408408416,.958138177163454438e-2,.486449309496859647e-1,.148130730867835798e-1
10.0579793683683683,.967428349827099097e-2,.486912027639554851e-1,.148155753331008482e-1
10.1114464734734728,.978208282367530602e-2,.487409661883409576e-1,.148174194173847935e-1
10.1624756456456460,.988408950845587678e-2,.487841619647126287e-1,.148181138485075324e-1
10.2080386181181186,.997443529859354423e-2,.488192503661690688e-1,.148178732526892971e-1
10.2592789459459457,.100752010255998944e-1,.488548630355293834e-1,.148166533864173659e-1
10.3108589279279279,.101757289466017989e-1,.488866771732506464e-1,.148144324607138479e-1
10.3621937592592595,.102748670225792805e-1,.489144028162733294e-1,.148112554733492892e-1
10.4097877192192190,.103659600435230988e-1,.489366697384237409e-1,.148074679394790444e-1
10.4590685080080075,.104594423276993479e-1,.489563096456886171e-1,.148027115310290416e-1
10.5100347702702699,.105552167056816009e-1,.489730393951524484e-1,.147969194415088889e-1
10.5608375830830834,.106497615024857082e-1,.489861669055994126e-1,.147902831738470023e-1
10.6130945205205212,.107460453979541844e-1,.489960536869536722e-1,.147825799288553352e-1
10.6591224594594589,.108300355292574677e-1,.490017885477140314e-1,.147750756093209517e-1
10.7109390170170169,.109236687309452879e-1,.490049841816304899e-1,.147658407676647518e-1
10.7629683383383377,.110167021241468314e-1,.490047939763994037e-1,.147557499028364396e-1
10.8131082302302310,.111054204667883401e-1,.490014609524253644e-1,.147452693561082905e-1
10.8586400555555560,.111851865502088036e-1,.489958146842918718e-1,.147351247556737185e-1
10.9127817997998005,.112790444527494042e-1,.489859285031508870e-1,.147223042251526659e-1
10.9586469589589584,.113577100895847060e-1,.489749168749717342e-1,.147108154343036732e-1
11.0119990425425431,.114482413467396574e-1,.489591362921163314e-1,.146967453164041795e-1
11.0592246766766760,.115275008799155844e-1,.489425619626903674e-1,.146836734434121624e-1
11.1110386821821816,.116135146013213782e-1,.489216290647335461e-1,.146686821654592979e-1
11.1603778683683679,.116944997157357143e-1,.488990858108701507e-1,.146537918752323824e-1
11.2118581331331324,.117780428860324946e-1,.488729158797213750e-1,.146376331550173138e-1
11.2591330865865871,.118539024329351542e-1,.488465582656641140e-1,.146222495702298810e-1
11.3101255105105096,.119348065792843697e-1,.488156928689164882e-1,.146050874180520089e-1
11.3630923078078077,.120178337078367548e-1,.487810228686822445e-1,.145866529728962361e-1
11.4092000605605612,.120892736202709277e-1,.487487315161264784e-1,.145701155376906887e-1
11.4589976966966969,.121655597168826204e-1,.487117039315285993e-1,.145517564586845095e-1
11.5104435275275279,.122434238595010795e-1,.486711622135133012e-1,.145322615566171858e-1
11.5607732362362370,.123186709232444742e-1,.486293074904354319e-1,.145126852229433851e-1
11.6094698173173168,.123906063239070663e-1,.485868002435962190e-1,.144932831029783663e-1
11.6635390680680686,.124694802353329456e-1,.485373480148528630e-1,.144712250443960709e-1
11.7121226946946955,.125394602821817837e-1,.484909425783585091e-1,.144509562104172488e-1
11.7639960860860864,.126132519694935677e-1,.484393923780284744e-1,.144288605578871704e-1
11.8110010885885881,.126792957099466485e-1,.483909413092883656e-1,.144084454608404602e-1
11.8623899719719716,.127506091235936887e-1,.483361310264990990e-1,.143857117933793785e-1
11.9107429064064068,.128168655795046962e-1,.482828503250904290e-1,.143639377592968687e-1
11.9612856551551552,.128852533596603685e-1,.482254348830527604e-1,.143407927210410149e-1
12.0107004304304308,.129512612839054880e-1,.481676462728546639e-1,.143177958053128402e-1
12.0624331206206215,.130194672050839826e-1,.481054440715973849e-1,.142933425593552692e-1
12.1122578498498505,.130842949870320149e-1,.480439363328334229e-1,.142694379748744462e-1
12.1632108318318313,.131497217072069888e-1,.479794598663303568e-1,.142446456568112688e-1
12.2137418973973979,.132137452111018502e-1,.479139895055674461e-1,.142197243050027726e-1
12.2601746986986981,.132718254974983733e-1,.478525264540552026e-1,.141965404286516564e-1
12.3133919289289295,.133375147970044971e-1,.477805940458206763e-1,.141696463368782329e-1
12.3609900540540547,.133954805359838749e-1,.477149492100280501e-1,.141453098426205064e-1
12.4117395830830830,.134564717787175638e-1,.476436395649204106e-1,.141190790813674905e-1
12.4603133578578582,.135140694616353169e-1,.475741507247370299e-1,.140937089227954390e-1
12.5142482922922920,.135771397666095330e-1,.474956200698598424e-1,.140652472992349956e-1
12.5609519824824822,.136310086690038784e-1,.474264879565487185e-1,.140403630195293921e-1
12.6139610885885887,.136913199089222070e-1,.473467923502009641e-1,.140118610683299862e-1
12.6622731341341339,.137455249760284181e-1,.472730552404583212e-1,.139856545835236618e-1
12.7151189194194192,.138039925756703753e-1,.471912336343466784e-1,.139567475242008479e-1
12.7607158948948953,.138537546199462812e-1,.471196886916386143e-1,.139316107974235149e-1
12.8126455275275273,.139096617623409163e-1,.470371746185572273e-1,.139027719727286732e-1
12.8628069889889893,.139628982769810835e-1,.469564603029662755e-1,.138747102405234659e-1
12.9129356811811817,.140153546868729759e-1,.468748415263990706e-1,.138464741719184926e-1
12.9628799589589594,.140668847126914649e-1,.467926041881853855e-1,.138181585223819230e-1
13.0108607742742741,.141157065273101092e-1,.467127658202780502e-1,.137907909080332049e-1
13.0627293063063057,.141677398879599334e-1,.466255715380408872e-1,.137610317401934898e-1
13.1121637782782781,.142166193596818691e-1,.465416420667375264e-1,.137325083045317011e-1
13.1641912322322323,.142673203482080128e-1,.464524708902857505e-1,.137023271787797656e-1
13.2112886066066064,.143125675173630465e-1,.463710343182454077e-1,.136748697574415774e-1
13.2633400220220228,.143618641786427692e-1,.462802709081987923e-1,.136443808585854903e-1
13.3131962077077084,.144083906343163825e-1,.461926147526188977e-1,.136150436300939443e-1
13.3629310420420424,.144541377363168726e-1,.461044968984160586e-1,.135856536923187089e-1
13.4148792692692691,.145012185879801903e-1,.460117661575345505e-1,.135548303795674646e-1
13.4627254829829823,.145439543542489804e-1,.459257578166497246e-1,.135263336762971361e-1
13.5117265505505504,.145871052465732336e-1,.458371013460846036e-1,.134970483452724038e-1
13.5658295515515519,.146340330119625953e-1,.457385696069568040e-1,.134646021585033433e-1
13.6148153873873881,.146758819247007673e-1,.456487988009725912e-1,.134351297171604218e-1
13.6649125800800793,.147180585599938508e-1,.455564666782403427e-1,.134049010047255553e-1
13.7158601346346352,.147603141165985486e-1,.454620471658119252e-1,.133740740870939775e-1
13.7626908513513513,.147985954078113588e-1,.453748151862228902e-1,.133456673997722989e-1
13.8126108788788784,.148388187200416428e-1,.452813835983713053e-1,.133153172395380041e-1
13.8621509119119111,.148781479581398882e-1,.451882300012391505e-1,.132851321518168992e-1
13.9151433483483480,.149195779442686458e-1,.450881303238527681e-1,.132527763605418923e-1
13.9619068778778779,.149555954403538527e-1,.449994259045749800e-1,.132241707303684640e-1
14.0158622832832833,.149965281720189740e-1,.448966699904673819e-1,.131911093370886030e-1
14.0645528768768777,.150329002177697433e-1,.448035837932734479e-1,.131612267437727897e-1
14.1127296741741741,.150683662267695872e-1,.447111646779526431e-1,.131316196608644818e-1
14.1645352082082088,.151059313711455583e-1,.446114538972349761e-1,.130997429064508165e-1
14.2165503063063063,.151430597431268278e-1,.445110152014944749e-1,.130677006262118912e-1
14.2638763438438438,.151763352645853788e-1,.444193652351017113e-1,.130385190460859755e-1
14.3141344934934942,.152111516684314899e-1,.443217770056818228e-1,.130075044670795587e-1
14.3631815355355350,.152446186207106996e-1,.442262983822518038e-1,.129772162091007399e-1
14.4163490465465465,.152803352910480597e-1,.441225468013204739e-1,.129443642158954247e-1
14.4623537257257251,.153107746740885273e-1,.440325760765910360e-1,.129159253998656996e-1
14.5151917722722725,.153452098319531421e-1,.439290328838492436e-1,.128832517358287938e-1
14.5648623138138138,.153770751399223207e-1,.438315090212555436e-1,.128525300013700317e-1
14.6140530920920924,.154081564319720667e-1,.437347624865130347e-1,.128221019637102737e-1
14.6632830020020020,.154387943465411383e-1,.436377889165167759e-1,.127916499307269994e-1
14.7134943938938942,.154695672366956249e-1,.435387414448107427e-1,.127605942614980733e-1
14.7667176281281289,.155016686841844588e-1,.434336133359838963e-1,.127276831938597564e-1
14.8155181221221213,.155306412808886001e-1,.433371086855950383e-1,.126975168242097983e-1
14.8636904759759751,.155588141585187457e-1,.432417529837112596e-1,.126677508206640820e-1
14.9151859294294287,.155884680482162672e-1,.431397299003997703e-1,.126359477058855200e-1
14.9665692817817817,.156175877773592903e-1,.430378501049211368e-1,.126042336021323503e-1
15.0126888918918926,.156433305594581538e-1,.429463507538015710e-1,.125757876125600632e-1
15.0673208958958966,.156733494760712549e-1,.428379076017661106e-1,.125421179178523308e-1
15.1130344234234233,.156980773066994136e-1,.427471314000273522e-1,.125139692142966549e-1
15.1665015285285278,.157265542979281442e-1,.426409290023737272e-1,.124810772674533148e-1
15.2175307007007010,.157532917526671951e-1,.425395511416029187e-1,.124497190154715890e-1
15.2630936731731737,.157768062824701280e-1,.424490273044569807e-1,.124217499354156401e-1
15.3143340010010007,.158028521193796199e-1,.423472276902480890e-1,.123903319746004898e-1
15.3659139829829829,.158286503696158619e-1,.422447679923208530e-1,.123587468136377634e-1
15.4172488143143145,.158539135894542119e-1,.421428205216684490e-1,.123273550398488516e-1
15.4648427742742740,.158769736137566973e-1,.420483336402546690e-1,.122982914054208855e-1
15.5141235630630625,.159004889371222417e-1,.419505385651830071e-1,.122682407515633841e-1
15.5650898253253249,.159244266682147667e-1,.418494512622012774e-1,.122372104004097610e-1
15.6158926381381384,.159479069069361212e-1,.417487503571771293e-1,.122063302183507433e-1
15.6681495755755762,.159716685916042531e-1,.416452412682039169e-1,.121746209799118380e-1
15.7141775145145139,.159922745613055618e-1,.415541401080015554e-1,.121467391388327076e-1
15.7659940720720719,.160151149722116103e-1,.414516680045162317e-1,.121154059886167936e-1
15.8180233933933927,.160376742921154204e-1,.413488754091182881e-1,.120840048293340864e-1
15.8681632852852861,.160590643443459420e-1,.412499186886020885e-1,.120538032133171158e-1
15.9136951106106110,.160781952599302995e-1,.411601503609133543e-1,.120264289646138701e-1
15.9678368548548555,.161005858111291124e-1,.410535310596731456e-1,.119939440435934182e-1
16.0137020140140152,.161192536925812424e-1,.409633219921455710e-1,.119664822185697479e-1
16.0670540975975982,.161406281130628791e-1,.408585232795373246e-1,.119346051026539661e-1
