𝜆,FI*,t1*
22.0208530165165151,.458108855827313102e-1,.219733246218613912e-1
22.0713957652652653,.458164824814735333e-1,.219244788612501101e-1
22.1208105405405391,.458218643769925799e-1,.218769152820856919e-1
22.1725432307307315,.458274048619001922e-1,.218273231326500082e-1
22.2223679599599606,.458326517413249410e-1,.217797548948081843e-1
22.2733209419419431,.458379283587677794e-1,.217313063235290427e-1
22.3238520075075080,.458430738002685925e-1,.216834545453765785e-1
22.3702848088088082,.458477263635576684e-1,.216396546639020075e-1
22.4235020390390396,.458529711865562628e-1,.215896554258367471e-1
22.4711001641641630,.458575842840891826e-1,.215451159637072183e-1
22.5218496931931931,.458624230929969359e-1,.214978143840684234e-1
22.5704234679679665,.458669786360993842e-1,.214527204253598669e-1
22.6243584024024038,.458719515573835293e-1,.214028542811651006e-1
22.6710620925925923,.458761863076458526e-1,.213598472168538209e-1
22.7240711986986987,.458809138065656777e-1,.213112277902925314e-1
22.7723832442442458,.458851504517759634e-1,.212670952375284376e-1
22.8252290295295310,.458897074204620697e-1,.212190154195979579e-1
22.8708260050050036,.458935754881089411e-1,.211776930018035825e-1
22.9227556376376391,.458979099390033687e-1,.211308138510214356e-1
22.9729170990990994,.459020263468932627e-1,.210857143091214179e-1
23.0230457912912918,.459060720501663355e-1,.210408233822903558e-1
23.0729900690690677,.459100363652000798e-1,.209962748301600992e-1
23.1209708843843842,.459137833268419768e-1,.209536434146843607e-1
23.1728394164164158,.459177672110634150e-1,.209077395771530561e-1
23.2222738883883899,.459215007204693687e-1,.208641648673745829e-1
23.2743013423423406,.459253643347742949e-1,.208184880465749240e-1
23.3213987167167183,.459288046537408845e-1,.207773010213246033e-1
23.3734501321321311,.459325446858331113e-1,.207319592823825109e-1
23.4233063178178185,.459360667856794011e-1,.206887038110358766e-1
23.4730411521521525,.459395226013682018e-1,.206457224151606368e-1
23.5249893793793809,.459430716914171408e-1,.206010072803601806e-1
23.5728355930930924,.459462867221472546e-1,.205599840974774288e-1
23.6218366606606622,.459495267446177330e-1,.205181300584600587e-1
23.6759396616616620,.459530432995088126e-1,.204721045473214534e-1
23.7249254974974981,.459561731159219278e-1,.204306000349379208e-1
23.7750226901901911,.459593216211293676e-1,.203883180095927735e-1
23.8259702447447452,.459624702034480206e-1,.203454876285299700e-1
23.8728009614614614,.459653176656061035e-1,.203062680618641758e-1
23.9227209889889885,.459683045116287686e-1,.202646185890140475e-1
23.9722610220220211,.459712199813904418e-1,.202234458576785875e-1
24.0252534584584581,.459742858881730387e-1,.201795790430334861e-1
24.0720169879879897,.459769468802228576e-1,.201410181542784963e-1
24.1259723933933934,.459799661045754079e-1,.200967003547418942e-1
24.1746629869869878,.459826445798140818e-1,.200568656871981839e-1
24.2228397842842860,.459852524198583607e-1,.200175988277101237e-1
24.2746453183183171,.459880104256839423e-1,.199755371888652687e-1
24.3266604164164164,.459907321629081725e-1,.199334743193058765e-1
24.3739864539539539,.459931679379853714e-1,.198953496464466216e-1
24.4242446036036043,.459957129631517747e-1,.198550147954594143e-1
24.4732916456456451,.459981559525479353e-1,.198158019902553613e-1
24.5264591566566565,.460007595203976161e-1,.197734614755931126e-1
24.5724638358358369,.460029754492178727e-1,.197369643072291198e-1
24.6253018823823808,.460054790102695579e-1,.196952044522606881e-1
24.6749724239239256,.460077926771458590e-1,.196561017139055376e-1
24.7241632022022024,.460100466055386459e-1,.196175227330040412e-1
24.7733931121121138,.460122656792511867e-1,.195790578669125734e-1
24.8236045040040025,.460144918448392656e-1,.195399746125018391e-1
24.8768277382382372,.460168112712327354e-1,.194987098737586483e-1
24.9256282322322313,.460189021457081682e-1,.194610206780406157e-1
24.9738005860860852,.460209330606851305e-1,.194239533867145847e-1
25.0252960395395405,.460230683597705539e-1,.193844785922304350e-1
25.0766793918918935,.460251628351041539e-1,.193452429561049265e-1
25.1227990020020009,.460270124822504401e-1,.193101563285673732e-1
25.1774310060060067,.460291670918123730e-1,.192687516126118508e-1
25.2231445335335351,.460309400972713570e-1,.192342370261256029e-1
25.2766116386386379,.460329798771144244e-1,.191940189474753137e-1
25.3276408108108093,.460348930751964397e-1,.191557853623549497e-1
25.3732037832832837,.460365740801975606e-1,.191217710526660929e-1
25.4244441111111108,.460384343295415152e-1,.190836571561570426e-1
25.4760240930930948,.460402751293184642e-1,.190454382256630556e-1
25.5273589244244228,.460420760580054975e-1,.190075472203498144e-1
25.5749528843843841,.460437184718602982e-1,.189725471102436954e-1
25.6242336731731726,.460453918891457134e-1,.189364373757706407e-1
25.6751999354354368,.460470938958903869e-1,.188992319759522312e-1
25.7260027482482485,.460487619402231499e-1,.188622861762824112e-1
25.7782596856856863,.460504485398488400e-1,.188244282475694066e-1
25.8242876246246240,.460519099812413402e-1,.187912044563638171e-1
25.8761041821821820,.460535286364644053e-1,.187539378063513798e-1
25.9281335035035028,.460551260769864815e-1,.187166617753607295e-1
25.9782733953953944,.460566395384193958e-1,.186808748934707142e-1
26.0238052207207211,.460579921830249275e-1,.186484916081302576e-1
26.0779469649649656,.460595741400039727e-1,.186101260426146803e-1
26.1238121241241252,.460608921281869602e-1,.185777448811560268e-1
26.1771642077077082,.460624001455047574e-1,.185402150950614540e-1
26.2243898418418411,.460637128224438072e-1,.185071173809684408e-1
26.2762038473473467,.460651294823804097e-1,.184709356168666385e-1
26.3255430335335348,.460664559432560697e-1,.184366094424034954e-1
26.3770232982982975,.460678169247508013e-1,.184009255122147969e-1
26.4242982517517504,.460690463424691318e-1,.183682745186338411e-1
26.4752906756756765,.460703509133377279e-1,.183331820171813188e-1
26.5282574729729745,.460716827388083228e-1,.182968685335178384e-1
26.5743652257257246,.460728231213327066e-1,.182653712515958196e-1
26.6241628618618620,.460740352522188215e-1,.182314716143046757e-1
26.6756086926926912,.460752665656447222e-1,.181965783415135272e-1
26.7259384014014003,.460764509191401925e-1,.181625676847463891e-1
26.7746349824824819,.460775780972962901e-1,.181297782741564328e-1
26.8287042332332319,.460788084013930357e-1,.180935060909452675e-1
26.8772878598598588,.460798951420535938e-1,.180610343585689247e-1
26.9291612512512515,.460810362192626624e-1,.180264890449442321e-1
26.9761662537537532,.460820533138562305e-1,.179952969654815359e-1
27.0275551371371385,.460831471949625163e-1,.179613160533193227e-1
27.0759080715715719,.460841594930034432e-1,.179294568156953445e-1
27.1264508203203221,.460852003503397015e-1,.178962724493229725e-1
27.1758655955955959,.460862011759678308e-1,.178639444157063752e-1
27.2275982857857848,.460872314445160691e-1,.178302219628455813e-1
27.2774230150150139,.460882070708633629e-1,.177978606185534259e-1
27.3283759969969964,.460891881822505581e-1,.177648849876799672e-1
27.3789070625625612,.460901448603242767e-1,.177323001762108926e-1
27.4253398638638650,.460910098623168035e-1,.177024610037382520e-1
27.4785570940940929,.460919849352853031e-1,.176683825249378118e-1
27.5261552192192198,.460928425267676592e-1,.176380109035782079e-1
27.5769047482482499,.460937420421625305e-1,.176057407842533827e-1
27.6254785230230233,.460945888652865912e-1,.175749622469346112e-1
27.6794134574574571,.460955132362762393e-1,.175409098710102018e-1
27.7261171476476491,.460963003641725738e-1,.175115272633068059e-1
27.7791262537537520,.460971790470856083e-1,.174782943787894392e-1
27.8274382992992990,.460979664664341385e-1,.174481137015710178e-1
27.8802840845845843,.460988133887882540e-1,.174152175731738974e-1
27.9258810600600604,.460995322513580857e-1,.173869313677831559e-1
27.9778106926926924,.461003377606894263e-1,.173548262451783224e-1
28.0279721541541527,.461011027213629812e-1,.173239245290358161e-1
28.0781008463463451,.461018545164697396e-1,.172931506898166484e-1
28.1280451241241245,.461025911621996895e-1,.172625965941715191e-1
28.1760259394394410,.461032873964321369e-1,.172333433338347532e-1
28.2278944714714726,.461040276293776669e-1,.172018290969335498e-1
28.2773289434434432,.461047213179751406e-1,.171718989257655594e-1
28.3293563973973974,.461054391567328470e-1,.171405091453025425e-1
28.3764537717717715,.461060783294498441e-1,.171121909222173678e-1
28.4285051871871879,.461067731640915981e-1,.170810007790375452e-1
28.4783613728728717,.461074274902188649e-1,.170512306817082980e-1
28.5280962072072057,.461080694830340726e-1,.170216345380618181e-1
28.5800444344344342,.461087287837750812e-1,.169908289522832379e-1
28.6278906481481492,.461093260102808516e-1,.169625527627208783e-1
28.6768917157157155,.461099278626109568e-1,.169336898979294721e-1
28.7309947167167152,.461105810634652794e-1,.169019339454228555e-1
28.7799805525525514,.461111624109978510e-1,.168732824939691675e-1
28.8300777452452444,.461117472141429618e-1,.168440797652105005e-1
28.8810252997997985,.461123320158301486e-1,.168144832552130433e-1
28.9278560165165182,.461128608754017150e-1,.167873685181569553e-1
28.9777760440440453,.461134156088947381e-1,.167585597869163196e-1
29.0273160770770779,.461139570723070255e-1,.167300665035666658e-1
29.0803085135135149,.461145264604201702e-1,.166996930567985015e-1
29.1270720430430430,.461150206372485591e-1,.166729799554308014e-1
29.1810274484484502,.461155813283009586e-1,.166422630791287184e-1
29.2297180420420410,.461160787277316297e-1,.166146391086628674e-1
29.2778948393393392,.461165629990767031e-1,.165873955055739208e-1
29.3297003733733739,.461170751441855112e-1,.165581980472521775e-1
29.3817154714714732,.461175805425834487e-1,.165289843273854833e-1
29.4290415090090107,.461180328307946724e-1,.165024924061995815e-1
29.4792996586586575,.461185053950995960e-1,.164744507689428485e-1
29.5283467007007019,.461189590035640112e-1,.164471754196875083e-1
29.5815142117117134,.461194424174214343e-1,.164177091910668004e-1
29.6275188908908902,.461198538484599713e-1,.163922967146059168e-1
29.6803569374374376,.461203186747355387e-1,.163632052555511068e-1
29.7300274789789789,.461207482352650119e-1,.163359506063491082e-1
29.7792182572572557,.461211666964452607e-1,.163090474616412115e-1
29.8284481671671671,.461215786786787485e-1,.162822104315136842e-1
29.8786595590590593,.461219919697038391e-1,.162549281198464922e-1
29.9318827932932940,.461224225663758730e-1,.162261078117271716e-1
29.9806832872872882,.461228107255471365e-1,.161997710505548190e-1
30.0288556411411420,.461231877469337262e-1,.161738560559327553e-1
30.0803510945945938,.461235841392517859e-1,.161462438647910905e-1
30.1317344469469468,.461239729461125417e-1,.161187845617425766e-1
30.1778540570570577,.461243162986341507e-1,.160942167579702020e-1
30.2324860610610600,.461247162549058912e-1,.160652101110462277e-1
30.2781995885885884,.461250453691796278e-1,.160410180705024379e-1
30.3316666936936947,.461254239973053343e-1,.160128140791671175e-1
30.3826958658658661,.461257791230715655e-1,.159859874924032849e-1
30.4282588383383370,.461260911446211772e-1,.159621096187389927e-1
30.4794991661661676,.461264364315830469e-1,.159353406716650735e-1
30.5310791481481481,.461267781030502214e-1,.159084839105617590e-1
30.5824139794794796,.461271123688360082e-1,.158818436477523098e-1
30.6300079394394409,.461274172086084400e-1,.158572235283029987e-1
30.6792887282282294,.461277277983697803e-1,.158318103637571615e-1
30.7302549904904900,.461280436898454868e-1,.158056127669483938e-1
30.7810578033033018,.461283532734659898e-1,.157795845272016774e-1
30.8333147407407395,.461286662964091598e-1,.157528997538974661e-1
30.8793426796796808,.461289375276700206e-1,.157294697608480749e-1
30.9311592372372388,.461292379325522195e-1,.157031756506717801e-1
30.9831885585585596,.461295343961491341e-1,.156768610984299207e-1
31.0333284504504512,.461298152706238335e-1,.156515847389929880e-1
31.0788602757757744,.461300662969739428e-1,.156287012897638224e-1
31.1330020200200188,.461303598758752986e-1,.156015768567521734e-1
31.1788671791791785,.461306044645357211e-1,.155786718426682569e-1
31.2322192627627615,.461308843149139322e-1,.155521116426274933e-1
31.2794448968968979,.461311279120635784e-1,.155286761989621783e-1
31.3312589024024035,.461313908025715105e-1,.155030442724970775e-1
31.3805980885885880,.461316369519025257e-1,.154787145211490156e-1
31.4320783533533543,.461318895042792734e-1,.154534096145810314e-1
31.4793533068068072,.461321176403264935e-1,.154302440147820030e-1
31.5303457307307298,.461323597195014423e-1,.154053339268841790e-1
31.5833125280280278,.461326068533262496e-1,.153795437229544505e-1
31.6294202807807814,.461328184607267197e-1,.153571629522303958e-1
31.6792179169169152,.461330433793736838e-1,.153330636219631746e-1
31.7306637477477480,.461332718550847565e-1,.153082453852601569e-1
31.7809934564564571,.461334916149086921e-1,.152840426512089352e-1
31.8296900375375387,.461337007636420313e-1,.152606974828355946e-1
31.8837592882882888,.461339290451762557e-1,.152348594839460082e-1
31.9323429149149156,.461341306866866196e-1,.152117168960268605e-1
31.9842163063063047,.461343424081730735e-1,.151870842054531805e-1
32.0312213088088100,.461345311235357436e-1,.151648316628605721e-1
32.0826101921921918,.461347340843169737e-1,.151405777615715303e-1
32.1309631266266251,.461349219063359323e-1,.151178270048292086e-1
32.1815058753753789,.461351150255643397e-1,.150941184119542347e-1
32.2309206506506527,.461353007157501854e-1,.150710102547894562e-1
32.2826533408408380,.461354918670334527e-1,.150468933711922995e-1
32.3324780700700671,.461356728787078382e-1,.150237383506423815e-1
32.3834310520520532,.461358549065255738e-1,.150001321369639326e-1
32.4339621176176180,.461360323997104874e-1,.149767941050022186e-1
32.4803949189189183,.461361928829197437e-1,.149554124317751742e-1
32.5336121491491497,.461363737861018933e-1,.149309811431865350e-1
32.5812102742742766,.461365328919558851e-1,.149091966432582032e-1
32.6319598033033031,.461366997745534385e-1,.148860393353592284e-1
32.6805335780780766,.461368568802489193e-1,.148639417349855744e-1
32.7344685125125139,.461370283716121266e-1,.148394815037146167e-1
32.7811722027027059,.461371744002670239e-1,.148183653295410438e-1
32.8341813088088088,.461373374131323621e-1,.147944705858604041e-1
32.8824933543543523,.461374834937853043e-1,.147727597859734876e-1
32.9353391396396376,.461376406122378999e-1,.147490840536651235e-1
32.9809361151151137,.461377739725407701e-1,.147287164880213085e-1
33.0328657477477492,.461379234062096397e-1,.147055882639828307e-1
33.0830272092092059,.461380653165653076e-1,.146833160564423578e-1
33.1331559014014019,.461382047836330564e-1,.146611253592629897e-1
33.1831001791791778,.461383414394426067e-1,.146390825726742078e-1
33.2310809944944978,.461384705976911821e-1,.146179683870740398e-1
33.2829495265265294,.461386079172909497e-1,.145952114677364297e-1
33.3323839984985000,.461387366017269665e-1,.145735880095370397e-1
33.3844114524524542,.461388697653986463e-1,.145508991092564571e-1
33.4315088268268283,.461389883353327188e-1,.145304207468600829e-1
33.4835602422422411,.461391172301175781e-1,.145078549687524972e-1
33.5334164279279250,.461392386097034327e-1,.144863062114075555e-1
33.5831512622622625,.461393577007634115e-1,.144648733080788971e-1
33.6350994894894910,.461394800018037551e-1,.144425538755555156e-1
33.6829457032032025,.461395907874100689e-1,.144220574494139542e-1
33.7319467707707688,.461397024305377074e-1,.144011262609188770e-1
33.7860497717717720,.461398235981284183e-1,.143780859076612574e-1
33.8350356076076082,.461399314364897700e-1,.143572879950593264e-1
33.8851328003002976,.461400399153192933e-1,.143360801197078246e-1
33.9360803548548517,.461401483933383816e-1,.143145761607619496e-1
33.9829110715715714,.461402464938877530e-1,.142948664364834846e-1
34.0328310990990985,.461403493934330750e-1,.142739159524634465e-1
34.0823711321321312,.461404498309940028e-1,.142531853325243950e-1
34.1353635685685717,.461405554478863875e-1,.142310763123424701e-1
34.1821270980980998,.461406471132785045e-1,.142116227374810920e-1
34.2360825035035035,.461407511159987807e-1,.141892430847161376e-1
34.2847730970970943,.461408433783252331e-1,.141691073696020922e-1
34.3329498943943960,.461409332051555890e-1,.141492400970766041e-1
34.3847554284284271,.461410282018494891e-1,.141279382482430559e-1
34.4367705265265300,.461411219467045691e-1,.141066144349243205e-1
34.4840965640640675,.461412058399661915e-1,.140872685784661188e-1
34.5343547137137108,.461412934938202068e-1,.140667819499791496e-1
34.5834017557557587,.461413776313079477e-1,.140468461768866459e-1
34.6365692667667702,.461414672968863335e-1,.140252991051299930e-1
34.6825739459459470,.461415436105066246e-1,.140067079966470966e-1
34.7354119924924944,.461416298277345580e-1,.139854159546203751e-1
34.7850825340340322,.461417095034738142e-1,.139654590715264006e-1
34.8342733123123125,.461417871202036631e-1,.139457508273244223e-1
34.8835032222222239,.461418635349399239e-1,.139260823445704618e-1
34.9337146141141162,.461419401921625214e-1,.139060786287705448e-1
34.9869378483483473,.461420200589498508e-1,.138849374811882403e-1
35.0357383423423414,.461420920542066487e-1,.138656093620608128e-1
35.0839106961961988,.461421619834139832e-1,.138465825743638409e-1
35.1354061496496470,.461422355052627658e-1,.138263007446180804e-1
35.1867895020020001,.461423076199390936e-1,.138061220321394808e-1
35.2329091121121110,.461423713036888464e-1,.137880603896111727e-1
35.2875411161161168,.461424454858572058e-1,.137667259525559582e-1
35.3332546436436417,.461425065283672248e-1,.137489248144836967e-1
35.3867217487487480,.461425767542534906e-1,.137281625473062302e-1
35.4377509209209194,.461426426208442556e-1,.137084052162761497e-1
35.4833138933933938,.461427004925599460e-1,.136908121416605705e-1
35.5345542212212209,.461427645339475626e-1,.136710806185709535e-1
35.5861342032032013,.461428279045735246e-1,.136512755128277707e-1
35.6374690345345329,.461428899014716953e-1,.136316212848931265e-1
35.6850629944944941,.461429464405185910e-1,.136134496634911992e-1
35.7343437832832862,.461430040458729041e-1,.135946848588470674e-1
35.7853100455455433,.461430626343846337e-1,.135753324759016296e-1
35.8361128583583550,.461431200528232624e-1,.135560967791440688e-1
35.8883697957957963,.461431781089988724e-1,.135363671581552637e-1
35.9343977347347376,.461432284139714349e-1,.135190366938781996e-1
35.9862142922922956,.461432841296089066e-1,.134995795950328592e-1
36.0382436136136164,.461433391141225432e-1,.134800987459881318e-1
36.0883835055055044,.461433912072247224e-1,.134613783437450875e-1
36.1339153308308312,.461434377643628463e-1,.134444233157919469e-1
36.1880570750750721,.461434922134745865e-1,.134243175320804733e-1
36.2339222342342353,.461435375764238515e-1,.134073321837007171e-1
36.2872743178178183,.461435894791169671e-1,.133876280701929577e-1
36.3344999519519547,.461436346579729845e-1,.133702347491260511e-1
36.3863139574574603,.461436834149753852e-1,.133512033326056642e-1
36.4356531436436413,.461437290669756278e-1,.133331311118806955e-1
36.4871334084084111,.461437759064151354e-1,.133143266227652643e-1
36.5344083618618640,.461438182174116335e-1,.132971047980751187e-1
36.5854007857857866,.461438631142648756e-1,.132785785110325471e-1
36.6383675830830811,.461439089484758161e-1,.132593893815231116e-1
36.6844753358358346,.461439481937685470e-1,.132427301980941742e-1
36.7342729719719685,.461439899077243296e-1,.132247846919342268e-1
36.7857188028028048,.461440322813000819e-1,.132062961398312050e-1
36.8360485115115139,.461440730383317274e-1,.131882585633861394e-1
36.8847450925925955,.461441118273416273e-1,.131708530343647399e-1
36.9388143433433456,.461441541646681330e-1,.131515808129676337e-1
36.9873979699699689,.461441915612402012e-1,.131343118243835606e-1
37.0392713613613580,.461442308271824489e-1,.131159233974456942e-1
37.0862763638638668,.461442658263411520e-1,.130993050842575978e-1
37.1376652472472486,.461443034673930316e-1,.130811849169552314e-1
37.1860181816816819,.461443383007562116e-1,.130641808920251637e-1
37.2365609304304286,.461443741164787452e-1,.130464538997506745e-1
37.2859757057057024,.461444085543620680e-1,.130291688973045074e-1
37.3377083958958949,.461444440049972454e-1,.130111220294987524e-1
37.3875331251251239,.461444775751023509e-1,.129937878756664574e-1
37.4384861071071100,.461445113336074672e-1,.129761088283543869e-1
37.4890171726726749,.461445442510785356e-1,.129586235472505789e-1
37.5354499739739751,.461445740138764909e-1,.129425978207203217e-1
37.5886672042042065,.461446075636606917e-1,.129242791359780833e-1
37.6362653293293263,.461446370709323803e-1,.129079384976623947e-1
37.6870148583583600,.461446680204115681e-1,.128905613560923154e-1
37.7355886331331334,.461446971566595657e-1,.128739729169300657e-1
37.7895235675675707,.461447289607764474e-1,.128556034678291575e-1
37.8362272577577556,.461447560426425374e-1,.128397391136662077e-1
37.8892363638638656,.461447862742897993e-1,.128217802391136903e-1
37.9375484094094091,.461448133657279824e-1,.128054563175810533e-1
37.9903941946946944,.461448425041475346e-1,.127876479823616843e-1
38.0359911701701705,.461448672364662971e-1,.127723221068929988e-1
38.0879208028028060,.461448949496358618e-1,.127549123477491630e-1
38.1380822642642627,.461449212675393364e-1,.127381403283442652e-1
38.1882109564564587,.461449471322932930e-1,.127214232176140387e-1
38.2381552342342346,.461449724756578181e-1,.127048111309279819e-1
38.2861360495495475,.461449964285426950e-1,.126888928752552903e-1
38.3380045815815791,.461450218949520860e-1,.126717295722642790e-1
38.3874390535535568,.461450457599125591e-1,.126554148065270884e-1
38.4394665075075110,.461450704555348007e-1,.126382895424113992e-1
38.4865638818818852,.461450924446789035e-1,.126228269271346331e-1
38.5386152972972980,.461451163485718657e-1,.126057817480922790e-1
38.5884714829829818,.461451388587265018e-1,.125894984947979762e-1
38.6382063173173194,.461451609444455610e-1,.125732966883702231e-1
38.6901545445445478,.461451836254397826e-1,.125564182563313240e-1
38.7380007582582593,.461452041708513144e-1,.125409126004908111e-1
38.7870018258258256,.461452248752722907e-1,.125250722882103566e-1
38.8411048268268289,.461452473459999998e-1,.125076290694906053e-1
38.8900906626626650,.461452673447808465e-1,.124918774768509894e-1
38.9401878553553544,.461452874623189402e-1,.124758094622512486e-1
38.9911354099099086,.461453075796881551e-1,.124595110012951284e-1
39.0379661266266282,.461453257725280910e-1,.124445670237648999e-1
39.0878861541541553,.461453448553300546e-1,.124286766112895065e-1
39.1374261871871880,.461453634815389563e-1,.124129471865660340e-1
39.1904186236236214,.461453830682409596e-1,.123961655617307962e-1
39.2371821531531566,.461454000676164502e-1,.123813941130300215e-1
39.2911375585585603,.461454193549372324e-1,.123643945680541635e-1
39.3398281521521511,.461454364649858534e-1,.123490937732243181e-1
39.3880049494494529,.461454531233588053e-1,.123339916290090678e-1
39.4398104834834839,.461454707404683681e-1,.123177930974356573e-1
39.4918255815815797,.461454881254108190e-1,.123015717517911006e-1
39.5391516191191172,.461455036833677973e-1,.122868497727404644e-1
39.5894097687687676,.461455199387126036e-1,.122712541825187090e-1
39.6384568108108084,.461455355419383845e-1,.122560725023666117e-1
39.6916243218218199,.461455521703315955e-1,.122396577398542171e-1
39.7376290010010038,.461455663226073218e-1,.122254898190101990e-1
39.7904670475475442,.461455823114849881e-1,.122092578300873906e-1
39.8401375890890890,.461455970872412732e-1,.121940381313244989e-1
39.8893283673673693,.461456114811474721e-1,.121790027595561397e-1
39.9385582772772807,.461456256521364655e-1,.121639924742373440e-1
39.9887696691691659,.461456398680849048e-1,.121487209696588098e-1
40.0419929034034041,.461456546792316652e-1,.121325752083068315e-1
40.0907933973973982,.461456680306091410e-1,.121178087667994181e-1
40.1389657512512485,.461456809988340100e-1,.121032675779173676e-1
40.1904612047047038,.461456946332983800e-1,.120877618015093908e-1
40.2418445570570569,.461457080067974451e-1,.120723293009699639e-1
40.2879641671671678,.461457198167939536e-1,.120585112104030622e-1
40.3425961711711736,.461457335736885840e-1,.120421835309934729e-1
40.3883096986986985,.461457448938604464e-1,.120285552027521551e-1
40.4417768038038048,.461457579170578489e-1,.120126544024282463e-1
40.4928059759759762,.461457701318288213e-1,.119975177610326857e-1
40.5383689484484506,.461457808639674089e-1,.119840347215347739e-1
40.5896092762762777,.461457927402472573e-1,.119689077687960641e-1
40.6411892582582581,.461458044921300367e-1,.119537190400211789e-1
40.6925240895895897,.461458159892531861e-1,.119386407033186988e-1
40.7401180495495510,.461458264742302809e-1,.119246950766440860e-1
40.7893988383383359,.461458371569453338e-1,.119102894580125108e-1
40.8403651006006001,.461458480219781725e-1,.118954276901654214e-1
40.8911679134134118,.461458586700198292e-1,.118806504274379075e-1
40.9434248508508531,.461458694363222136e-1,.118654884308824551e-1
40.9894527897897873,.461458787651884417e-1,.118521657363015731e-1
41.0412693473473453,.461458890974372829e-1,.118372032701895679e-1
41.0932986686686661,.461458992940972368e-1,.118222173082131194e-1
41.1434385605605613,.461459089545520132e-1,.118078113960651387e-1
41.1889703858858880,.461459175883810468e-1,.117947598143201219e-1
41.2431121301301289,.461459276857396627e-1,.117792777042137163e-1
41.2889772892892921,.461459360981041206e-1,.117661940733630906e-1
41.3423293728728751,.461459457232320513e-1,.117510112027468822e-1
41.3895550070070044,.461459541014502678e-1,.117376044279273711e-1
41.4413690125125100,.461459631432162357e-1,.117229302035729392e-1
41.4907081986986981,.461459716091701666e-1,.117089909183411278e-1
41.5421884634634608,.461459802953258433e-1,.116944820135393025e-1
41.5894634169169137,.461459881416998938e-1,.116811899290774467e-1
41.6404558408408434,.461459964676057544e-1,.116668864358090863e-1
41.6934226381381379,.461460049673368192e-1,.116520661511127915e-1
41.7395303908908915,.461460122451824717e-1,.116391956554541057e-1
41.7893280270270253,.461460199808268259e-1,.116253270515233164e-1
41.8407738578578545,.461460278387915909e-1,.116110340771296613e-1
41.8911035665665636,.461460353969737752e-1,.115970851440750072e-1
41.9398001476476452,.461460425901940030e-1,.115836206844308846e-1
41.9938693983983953,.461460504414283809e-1,.115687072639756462e-1
42.0424530250250257,.461460573764235008e-1,.115553395949038809e-1
42.0943264164164148,.461460646580809930e-1,.115411007997507521e-1
42.1413314189189165,.461460711484844022e-1,.115282285939437117e-1
42.1927203023023054,.461460781288103583e-1,.115141886749042244e-1
42.2410732367367387,.461460845884639065e-1,.115010093836483401e-1
42.2916159854854854,.461460912302885384e-1,.114872654262145185e-1
42.3410307607607592,.461460976165987066e-1,.114738599032234261e-1
42.3927634509509517,.461461041907160197e-1,.114598590331299547e-1
42.4425881801801808,.461461104160979588e-1,.114464067826572091e-1
42.4935411621621597,.461461166764158062e-1,.114326825249487993e-1
42.5440722277277246,.461461227807670599e-1,.114191043634238494e-1
42.5905050290290319,.461461283001012787e-1,.114066558365665954e-1
42.6437222592592562,.461461345217079461e-1,.113924217459877766e-1
42.6913203843843831,.461461399936533984e-1,.113797206576393330e-1
42.7420699134134168,.461461457330460401e-1,.113662097950954517e-1
42.7906436881881902,.461461511361846155e-1,.113533081796575678e-1
42.8445786226226204,.461461570340615870e-1,.113390168550164226e-1
42.8912823128128124,.461461620562250707e-1,.113266706433338572e-1
42.9442914189189224,.461461676624944916e-1,.113126901070500410e-1
42.9926034644644659,.461461726864306060e-1,.112999783830345993e-1
43.0454492497497512,.461461780899651980e-1,.112861064185395717e-1
43.0910462252252273,.461461826764153690e-1,.112741645928928092e-1
43.1429758578578557,.461461878156440852e-1,.112605949803060087e-1
43.1931373193193195,.461461926961285740e-1,.112475183742277180e-1
43.2432660115115084,.461461974925783600e-1,.112344806075194252e-1
43.2932102892892914,.461462021923388574e-1,.112215208199751264e-1
43.3411911046046043,.461462066342430977e-1,.112090986417964760e-1
43.3930596366366359,.461462113568194762e-1,.111957008276754536e-1
43.4424941086086065,.461462157824168578e-1,.111829615053849769e-1
43.4945215625625607,.461462203620539718e-1,.111695852346101049e-1
43.5416189369369349,.461462244397920912e-1,.111575040456417095e-1
43.5936703523523548,.461462288726065886e-1,.111441824279302892e-1
43.6435265380380386,.461462330469609577e-1,.111314524241462112e-1
43.6932613723723691,.461462371426058643e-1,.111187823416183645e-1
43.7452095995995975,.461462413486396703e-1,.111055791433032260e-1
43.7930558133133161,.461462451586437047e-1,.110934462185175928e-1
43.8420568808808824,.461462489981342636e-1,.110810478842499824e-1
43.8961598818818786,.461462531651733246e-1,.110673907940105377e-1
43.9451457177177147,.461462568738064891e-1,.110550544163313565e-1
43.9952429104104112,.461462606044617044e-1,.110424665647058540e-1
44.0461904649649654,.461462643350849730e-1,.110296944030130652e-1
44.0930211816816851,.461462677088173984e-1,.110179803279612035e-1
44.1429412092092122,.461462712475863776e-1,.110055208638672446e-1
44.1924812422422448,.461462747016828864e-1,.109931840624065032e-1
44.2454736786786782,.461462783338953408e-1,.109800180924688254e-1
44.2922372082082063,.461462814863062842e-1,.109684258546525540e-1
44.3461926136136171,.461462850629995452e-1,.109550811880891070e-1
44.3948832072072079,.461462882359330445e-1,.109430664919038419e-1
44.4430600045045026,.461462913251061424e-1,.109312044821967946e-1
44.4948655385385408,.461462945920694326e-1,.109184776661354396e-1
44.5468806366366366,.461462978159785653e-1,.109057291411744969e-1
