p,fi*,t1*,s1
0.,0.,1.,
.594749450683594,1.10768506849387,1.,

.594749450683594,,,
.594749927520752,,,1.
.594749927520752,,,.430807064960496
.59475040435791,,,

.59475040435791,1.10768570278494,.430807064960496,
.596881046668388,1.10929024321599,.431556287446878,
.598734907150252,1.11068671589714,.432206793345122,
.600819767151324,1.11225765516737,.432936818542429,
.602918446957815,1.11383954954497,.433670100954194,
.605007152105527,1.1154145171522,.434398339727141,
.606943649150326,1.11687528595605,.435072213109274,
.608948779673929,1.11838845222266,.435768625823974,
.611022488529808,1.11995408692507,.436487483075494,
.613089546975087,1.12151547383728,.437202675725202,
.615215770659836,1.12312240909238,.437936939758215,
.61708854963869,1.12453855995748,.438582601428346,
.619196855202385,1.12613371049723,.439308222542491,
.621313817671287,1.12773641958928,.440035559741855,
.62335390327368,1.12928193115593,.440735333109973,
.625206496444347,1.1306862967625,.441369826847746,
.627409408910917,1.13235737838203,.44212314088389,
.629275564726606,1.13377402556826,.44276035857959,
.631446347579733,1.135423150839,.443500537889343,
.633367858229749,1.13688404927975,.444154805254421,
.635476059955872,1.13848816781458,.44487170045179,
.637483566545421,1.14001695798401,.445553426611901,
.639578189070345,1.14161347828315,.446263865690909,
.64150170641861,1.14308087147605,.446915472994668,
.643576479736882,1.1446650807907,.447617539675408,
.645731586110148,1.14631224618587,.448345923332894,
.6476076125434,1.14774748986631,.448979330395529,
.649633772486736,1.14929907766124,.449662784871067,
.651726993968095,1.1509036837854,.450368081993898,
.653774802813209,1.15247515901116,.451057444387036,
.655756163167226,1.15399726636386,.451723856807045,
.657956126027669,1.15568922724735,.452463183238533,
.659932890505079,1.1572112958337,.453126937601626,
.662043508516642,1.15883832043731,.453835102356997,
.663956042134636,1.16031437245573,.454476336896954,
.66604694654543,1.1619300077798,.455176940942046,
.668014324647997,1.16345206652712,.455835771589773,
.670070801639411,1.1650450387647,.45652401671059,
.672081383788291,1.16660446031358,.457196527119026,
.674186276967112,1.1682391934295,.457900269050491,
.676213539270806,1.16981577041192,.458577728831584,
.678286707780314,1.17143025812912,.459270287290636,
.680342709407844,1.1730336274696,.459956834639111,
.682231961375475,1.17450897025374,.460587490603489,
.684397257332356,1.17620229478629,.461310136303865,
.68633392384887,1.17771904915451,.461956332861455,
.688398814290269,1.17933858161069,.462645167444833,
.690375177916772,1.18089099743838,.463304388497574,
.692569675731864,1.18261745745868,.464036275286242,
.694469949592467,1.18411478064616,.464670040302735,
.696626777421214,1.18581692740478,.465389352846454,
.698592491841823,1.18737076355804,.466044942120611,
.700742674493595,1.18907320734121,.466762080130498,
.70259791848536,1.19054450852864,.467380949091584,
.70471082483346,1.19222287636618,.46808585049968,
.706751788055781,1.19384689658902,.468766904565257,
.708791417966205,1.19547264672475,.469447690155034,
.710823544446175,1.19709523207175,.470126143631218,
.712775781812919,1.19865671435488,.470778143339856,
.714886202107482,1.20034772135909,.471483218914644,
.716897585673074,1.20196231905116,.472155488228227,
.719014472162768,1.20366475667037,.472863362046392,
.720930764195843,1.20520869655762,.473504475691757,
.723048625626461,1.2069182041086,.47421339222766,
.72507716782649,1.20855877229954,.474892809588459,
.727100772498029,1.21019846760354,.475570988105054,
.72921443542065,1.21191450788436,.476279811734545,
.731161196134391,1.21349813163374,.476933100580333,
.733154945396197,1.21512308752625,.477602692754631,
.735356281482569,1.21692093293879,.478342538046924,
.737349410997594,1.21855212819406,.479013008484651,
.739387759260351,1.2202237091774,.479699243842633,
.741460706939377,1.22192721106684,.480397783906708,
.743366149239283,1.22349625400655,.481040438486585,
.745397289028128,1.22517221134211,.481726196812817,
.747412967648869,1.22683892912257,.482407398912648,
.749569117224197,1.22862572541579,.483136855010513,
.751471825820298,1.23020590636369,.483781273676185,
.753667156555678,1.23203312793165,.484525664840216,
.755648273291558,1.23368579511203,.485198213179415,
.757608484748486,1.23532455603956,.485864472102598,
.759716341788446,1.23709071624111,.48658182584261,
.761832725544633,1.23886820296495,.487303026340419,
.763758321395674,1.24048913472195,.487960089092756,
.765803218654811,1.24221437588659,.488658808409518,
.767798838520241,1.24390194120073,.48934163940209,
.769962111507796,1.24573567820427,.490082941648006,
.771833944096476,1.24732610284619,.490725345565712,
.773983811875422,1.24915708264846,.491464253253737,
.77600480060991,1.2508825556568,.492159998018514,
.778006268797205,1.25259547103341,.492850102349545,
.780009329167396,1.25431388540959,.493541901450785,
.782052323952779,1.25607086640359,.494248665997879,
.784217864199817,1.25793803627598,.494999173356414,
.786203452549339,1.25965443470874,.495688524190139,
.788163483212001,1.2613528987191,.496370224074337,
.790258723732375,1.26317314414084,.497100287662627,
.792349403097276,1.26499422978389,.497830150678,
.79422591198119,1.26663288915954,.498486481584867,
.79644877207508,1.2685791028024,.499265484983354,
.798308758322051,1.27021189917693,.499918638089142,
.800484221074893,1.27212665427949,.500684089824142,
.802560489682715,1.27395919750931,.50141623348491,
.804414350184944,1.27559968719266,.502071263888107,
.806499210084194,1.27744942265174,.502809487202235,
.808597890012871,1.27931663790241,.503554244470293,
.81068659509949,1.28118022938046,.504297180810644,
.81262309210356,1.28291274306177,.504987518497131,
.814628222708621,1.2847114987358,.50570389329094,
.816701931523771,1.2865770016895,.506446531103358,
.81876898996905,1.288441863465,.507188558867688,
.820895213633434,1.29036572239688,.5079537688663,
.82276799257156,1.29206502392143,.508629363975355,
.82487629829817,1.29398342746663,.509391747030816,
.826993260685614,1.29591550965736,.510159324832796,
.82903334620655,1.29778298372852,.510900939101126,
.830885939438309,1.29948359723774,.511576102556981,
.833088852006701,1.30151175428926,.512381014713243,
.834955007659476,1.30323498432774,.513064724461474,
.837125790655153,1.30524547141224,.513862209118838,
.839047301162619,1.30703049089306,.514570025289244,
.841155503031292,1.30899482845339,.515348797740069,
.843163009539384,1.31087112211624,.516092509960076,
.845257632084672,1.31283490648436,.516870732686188,
.84718114949403,1.31464378325431,.517587438639623,
.849255922751209,1.31660087026388,.518362753970864,
.851411029104111,1.31864035533978,.519170579728718,
.853287055537363,1.3204212781221,.519875903062648,
.855313215541792,1.32235057483005,.520639900194403,
.857406437023151,1.32435016729387,.521431695560315,
.859454245908994,1.32631277215561,.522208737665864,
.861435606283375,1.32821776903477,.522962996296024,
.863635569082725,1.33034001109668,.523803187944448,
.865612333437948,1.33225334379002,.524560693165185,
.867722951530969,1.33430299093282,.525372172461392,
.869635485250785,1.33616635710631,.526109910752335,
.8717263894783,1.33821018617734,.526919113148859,
.873693767723417,1.34013969834532,.52768314490654,
