p,FI*,t1*,s1
0.,0.,1,
.00499348028842696,.0221691781,,
.00933828078739324,.0413573426,,
.0142244633569797,.06281164556,,
.0191430347163743,.08426315267,,
.0240382289646747,.105457743,,
.0285767006613303,.12496176,,
.0332760252246771,.1450019967,,
.0381360734105436,.1655553141,,
.0429805353602409,.1858626498,,
.0479636599355701,.2065585361,,
.0523527987738914,.2246220924,,
.0572939295411347,.244768715,,
.0622553490660423,.2647941283,,
.0670365961069728,.2838967264,,
.0713784264717902,.3010759682,,
.076541282726382,.3212946179,,
.080914899186991,.3382439605,,
.0860024548664387,.3577535292,,
.0905058036958846,.3748372953,,
.0954466911041803,.3933805705,,
.100151584334969,.4108436678,,
.105060646845585,.4288629231,,
.109568698673794,.4452295442,,
.114431241587166,.4626901795,,
.11948205708137,.4806160461,,
.123878806816857,.4960468059,,
.128627416984079,.5125320904,,
.133533195938658,.5293678231,,
.138332543558977,.5456479921,,
.142976159159493,.5612223439,,
.148132102569079,.5783124008,,
.152764947042439,.5934885458,,
.157711497378604,.6095062098,,
.162193807185107,.6238563459,,
.167094155736781,.639368122,,
.171705001830814,.6537968123,,
.17652466455399,.6687082075,,
.181236765820035,.6831200764,,
.186169899150768,.6980334838,,
.190921092865068,.7122302301,,
.195779874668052,.7265815029,,
.200598423304562,.7406493467,,
.205026169066412,.7534335594,,
.210100865380346,.767919847,,
.214639734259422,.7807284072,,
.219479115166382,.7942329784,,
.224111020185433,.8070135497,,
.22925415544036,.8210408213,,
.233707732663938,.8330499427,,
.238762582647632,.8465279739,,
.243369529653102,.8586724835,,
.248408805666415,.8718067462,,
.252756848628645,.883015212,,
.257708762025202,.8956421835,,
.262492065900258,.9077014247,,
.26727224495861,.9196194327,,
.27203483860064,.9313628765,,
.276610200106054,.9425234632,,
.281556287062729,.954456644,,
.286270266569218,.9657042545,,
.291231508025439,.9774113651,,
.295722626242219,.9878953396,,
.300686152618937,.9993580973,,
.305440345962547,1.010217054,,
.310182967466497,1.020933899,,
.315136654009087,1.032006069,,
.319699180155566,1.042095546,,
.324371831022366,1.052322313,,
.329530992793182,1.063490759,,
.33420219119031,1.073492991,,
.338979366514846,1.083615678,,
.343837630768424,1.093801307,,
.348303321005835,1.103068357,,
.353063602189005,1.11284735,,
.357787647802376,1.122451885,,
.362840908197307,1.132617,,
.367300191589234,1.141495182,,
.372445278917962,1.151632986,,
.377088323562783,1.160685615,,
.381682373546294,1.169554347,,
.386622453130792,1.178994318,,
.391582516355528,1.188372972,,
