p,FI*,t1*,s1
0.,0.,1,
.00300292030788211,.04288455315,,
.0056157452112427,.07791485724,,
.00855414008189772,.1149974444,,
.0115120125411372,.1500658518,,
.0144558267488989,.1829120769,,
.0171851193539426,.2116846129,,
.020011143759668,.2399089196,,
.0229338222427388,.2675503196,,
.0258471276588479,.2936572027,,
.0288438203700705,.3191207185,,
.0314833089412492,.3404657391,,
.0344547479112286,.3633678361,,
.0374383878951087,.3852462327,,
.0403136778746221,.4053445203,,
.042924716633723,.4228127411,,
.0460294942633697,.4426774577,,
.0486596481700326,.4587827254,,
.0517191424275151,.4767363262,,
.0544273132567386,.4919698673,,
.057398605878383,.5080156459,,
.0602279791036856,.5226834831,,
.0631801332435464,.5373893566,,
.0658911323067226,.5503858578,,
.0688153110396102,.5638894244,,
.0718527109176196,.5773812639,,
.0744967764404116,.5887063864,,
.0773524396415689,.6005222455,,
.0803026191552098,.6122991195,,
.0831887942477687,.6234194127,,
.0859813170541778,.6338203513,,
.0890819375185902,.6449765654,,
.0918679829115311,.6546661422,,
.0948426810379776,.6646792882,,
.0975381996676119,.6734698445,,
.100485113509572,.682786854,,
.103257929776491,.6912861233,,
.106156321726113,.6999057739,,
.108990029634683,.7080831312,,
.111956659200575,.7163910176,,
.114813876064817,.7241584194,,
.117735792985479,.7318744355,,
.120633514958795,.7393091853,,
.12329622050651,.7459578904,,
.126347981550358,.7533712461,,
.129077513008283,.7598221019,,
.131987762846811,.7665206188,,
.134773243281795,.7727651688,,
.137866161329153,.7795153623,,
.140544401096796,.7852104061,,
.143584227188533,.7915120275,,
.146354698667538,.7971104924,,
.149385159068568,.8030822029,,
.15199993388626,.8081115878,,
.154977857186741,.8137054837,,
.157854384080912,.8189781672,,
.160729031809653,.824123625,,
.16359310422804,.8291313716,,
.166344581191382,.8338343679,,
.169319000656133,.838803546,,
.172153838078799,.8434321536,,
.175137370977831,.8481941931,,
.177838186705396,.8524114192,,
.180823093682981,.8569721934,,
.183682114428935,.8612452647,,
.186534176238374,.8654179598,,
.189513165852511,.8696834486,,
.192256924039013,.8735307427,,
.195066907731564,.8773924895,,
.198169463616112,.8815669773,,
.200978573839575,.8852682301,,
.203851415218285,.8889787378,,
.206773020901186,.892677031,,
.209458545050288,.8960115272,,
.212321226829427,.8994994373,,
.21516211768878,.9028948025,,
.218200987852366,.9064561178,,
.22088265912826,.9095398528,,
.223976751090749,.9130311108,,
.226768930542553,.9161220205,,
.229531646162535,.9191261236,,
.232502452984627,.9222979732,,
.2354852773327,.9254232987,,
.238199205830894,.9282165979,,
.241081277343694,.9311318862,,
.243893897458878,.9339275033,,
.246942807336371,.9369042976,,
.249580962068332,.9394361313,,
.252610978688629,.9422950588,,
.25545935360494,.9449360516,,
.258280216325844,.9475082053,,
.261103323064118,.9500402963,,
.263982713236627,.9525805378,,
.267034818582225,.9552276427,,
.269833300311679,.9576146365,,
.272595761120813,.9599341515,,
.275548786261442,.9623742493,,
.278495382924456,.9647693983,,
.281140128411634,.9668862581,,
.284273020162022,.9693544798,,
.2868944786987,.9713877213,,
.289960568791543,.9737296459,,
.292886854980636,.9759292371,,
.295499679912697,.977864535,,
.298438074639846,.9800093775,,
.301395947271293,.9821353945,,
.304339761392951,.9842191395,,
.307069053940592,.9861230026,,
.309895078461123,.9880665296,,
.312817756886791,.9900473982,,
.3157310623029,.9919930756,,
.318727754985421,.9939650626,,
.321367243499197,.99567783,,
.324338682698788,.997579495,,
.327322322567862,.9994613114,,
.33019761243257,1.001249127,,
.332808651277775,1.002851256,,
.335913429050929,1.004730399,,
.338543582727981,1.006300663,,
.341603077186373,1.008102824,,
.344311247814686,1.00967655,,
.347282540637241,1.011380428,,
.350111913747738,1.012981231,,
.3530640679163,1.014629396,,
.35577506706558,1.016123425,,
.358699245712364,1.017714413,,
.361736645561672,1.019344887,,
.364380711084464,1.020746225,,
.367236374371725,1.02224125,,
.370186553885366,1.023766003,,
.373072729035328,1.025238617,,
.375865251870438,1.026645841,,
.378965872248746,1.028188421,,
.381751917469479,1.029556968,,
.384726615710731,1.031000213,,
.387422134483872,1.032292266,,
.39036904806752,1.033688008,,
.393141864535349,1.034985538,,
.396040256427567,1.036325795,,
.398873964307436,1.037620574,,
.401840594016835,1.038959893,,
.404697810622764,1.04023443,,
.40761972760083,1.041522495,,
.410517449602847,1.042784848,,
.413180155236666,1.043931835,,
.416231916108306,1.04523138,,
.418961447738439,1.046380337,,
.421871697605669,1.047591693,,
.424657177983249,1.048738121,,
.427750096059309,1.049996444,,
.430428335740848,1.051073823,,
.433468162004793,1.052283132,,
.436238633282889,1.053372962,,
.43926909371262,1.054551835,,
.441883868616417,1.055558072,,
.444861791744688,1.056691925,,
.44773831863886,1.057775097,,
.450612966453705,1.058845903,,
.453477038958196,1.059901364,,
.456228515950239,1.060904778,,
.459202935214081,1.061978046,,
.462037772780254,1.06299005,,
.465021305593182,1.064043833,,
.467722121492955,1.064987919,,
.470707028240928,1.066020599,,
.473566049015584,1.066999343,,
.476418110853724,1.06796574,,
.479397100525265,1.06896468,,
.482140858855273,1.069875426,,
.48495084246172,1.070799033,,
.48805339817406,1.071808246,,
.490862508397523,1.072712593,,
.493735350034545,1.073628343,,
.496656955602641,1.074550327,,
.49934247969434,1.075389647,,
.502205161616986,1.07627585,,
.505046052304131,1.077146773,,
.508084922525119,1.07806912,,
.510766593743611,1.078875205,,
.513860685706099,1.079796254,,
.516652865272709,1.080619266,,
.51941558086399,1.081426078,,
.522386387772186,1.082285438,,
.525369211948051,1.083139822,,
.528083140647154,1.083909931,,
.53096521207385,1.084720291,,
.533777832189034,1.085503812,,
.536826742152631,1.086345116,,
.53946489662628,1.087066419,,
.542494913332681,1.087887343,,
.545343288191589,1.088651824,,
.548164151056,1.08940211,,
.550987257794274,1.090146297,,
.553866647938081,1.090898512,,
.556918753226277,1.091688443,,
.559717235041835,1.092406125,,
.562479695764865,1.093108454,,
.5654327210203,1.093852599,,
.568379317453703,1.094588384,,
.571157455444336,1.095276017,1,

.571157455444336,,,
.571157932281494,,,1.
.571157932281494,,,.410229679771222
.571158409118652,,,

.571158409118652,1.09527637686948687,.410229679771222,
.576437012188499,1.09920889463677818,.412025593975425,
.581029896495034,1.10262584963289578,.413579666471149,
.586195075252508,1.10646410530393080,.415318652839419,
.591394492167627,1.11032383237775201,.417059995733596,
.596569197161749,1.11416208446588483,.418784556745441,
.601366811099647,1.11771855711365009,.42037644548111,
.606334462443696,1.12139967550848607,.422018163458504,
.61147201457001,1.12520593795339807,.423709240615019,
.616593090501498,1.12899999518626148,.425388900251185,
.62186074655728,1.13290345949296856,.427110654277461,
.626500500878458,1.13634296726881767,.428622614230907,
.631723765321281,1.14021726807053891,.430320261635733,
.636968476989748,1.14411063169781468,.432020482013896,
.642022728503756,1.14786635595230568,.433655398713513,
.646612473084423,1.15128071494877782,.435137339625724,
.652070123320437,1.15534619976181974,.436896777198577,
.6566934689515,1.15879549526304215,.438385325546633,
.662071519024069,1.16281473379039557,.440115159193685,
.666832004613808,1.16637928656473089,.441645259796206,
.672055011802129,1.17029831110060556,.443323393988196,
.677028549779018,1.17403878250957550,.444921180281376,
.682217914899506,1.17795131435566591,.446588679534935,
.686983372024582,1.18155367325220650,.448120708912743,
.692123561324872,1.18545015989087532,.449774520057242,
.697462773383989,1.18951026036907015,.451494362275661,
.702110573177027,1.19305584080660965,.452993607197966,
.707130324284144,1.19689763534664806,.454615524431407,
.712316218360796,1.20088095628057534,.456294605560132,
.717389603979357,1.20479277947907693,.457941142668165,
.722298365433944,1.20859246001149745,.459538576308086,
.727748708108345,1.21282928216073915,.461317667209218,
.732646083415078,1.21665313653717955,.462921742139222,
.737875076878844,1.22075441324784539,.464640790238853,
.742613322138256,1.22448801634393645,.466204533975803,
.747793475741372,1.22858941561476342,.467921529058309,
.752667596583094,1.23246798115959177,.469544502240929,
.757762457276776,1.23654322773940595,.471249421771706,
.7627436148606,1.24054914982439612,.472925097334789,
.767958425221205,1.24476681829839553,.474689630136921,
.772980907393381,1.24885290205260535,.476399292368218,
.778117120827604,1.25305679219992805,.478159120359043,
.783210803821373,1.25725208669152577,.479916207380347,
.787891369483196,1.26113099232900483,.481542038550545,
.79325582593321,1.26560580692802604,.483419280411612,
.798053859732251,1.26963545762502150,.485111608999993,
.803169564498492,1.27396136214427269,.486930664803944,
.808065946709004,1.27813127536474713,.488686570317322,
.813502749895794,1.28279642573330688,.490654355849453,
.818210621970239,1.28686689795330533,.492374525266984,
.823554098884203,1.29152279365227551,.494346032015744,
.828424098003265,1.29580050144319547,.496161478521803,
.833751111688555,1.30051851001544816,.498168834449116,
.838347423599797,1.30462309581686453,.499919750133937,
.843582086349394,1.30933713113915751,.501936368015454,
.84863851214072,1.31393184371101523,.503908185797542,
.8536916346914,1.31856540943146960,.505903360542814,
.858726167715895,1.32322498502285613,.507916969532138,
.863562777834115,1.32774324310001757,.509876936514409,
.86879128145988,1.33267535544961535,.512025180063058,
.873774424529818,1.33742380660327642,.514102628751237,
.879018947962052,1.34247352343140935,.516322418112477,
.88376650458325,1.34709252023972681,.518362741430798,
.88901344340268,1.35225211279386826,.520653874877261,
.894039096480031,1.35724992829115898,.522885730590293,
.899052516977131,1.36229201491344587,.525150713422163,
.904289054117645,1.36762093100510751,.527559786361027,
.90911209599064,1.37258760439387539,.529819972437159,
.914051550596473,1.37773453938530221,.532178103514545,
.919505295397345,1.38349110024733912,.534835783766322,
.924443214598926,1.38877259827922783,.537293871608298,
.929493161905564,1.39424492016981216,.539861810430718,
.934628828238821,1.39988676264245648,.542532865434945,
.939349504968198,1.40514366326951223,.54504435029573,
.944381593494721,1.41082530659424532,.547784651401043,
.949375377436279,1.41654659402751615,.550572680158676,
.954717173997535,1.42276213432675602,.553636145392746,
.959431078056893,1.42833283218149787,.556413989143683,
.964869944778966,1.43486496910899852,.559712415044541,
.969778102676852,1.44086066525376744,.562781487773254,
.974634468366768,1.44689209217626491,.565911584942848,
.979856621605352,1.45349334095405802,.569389698994872,
.985099899530251,1.46024832240313862,.573009355378631,
.989870506084246,1.46651120345710306,.576424288793423,
.994936678334989,1.47329114238362902,.580189945959134,
1.,1.48020815630747,.584111795060901,
